"Lemma" "Corpus" "Semantic domain"
"3386" "keep alive" "Youth Fiction Sampled" "aspectual"
"3387" "keep pace" "Youth Fiction Sampled" "aspectual"
"3388" "keep up" "Textbook Fiction" "aspectual"
"3389" "kick" "Textbook Fiction" "activity"
"3390" "kick" "Spoken BNC 2014" "activity"
"3391" "kick" "Spoken BNC 2014" "activity"
"3392" "kick" "Spoken BNC 2014" "activity"
"3393" "kid" "Textbook Fiction" "communication"
"3394" "kid" "Textbook Conversation" "communication"
"3395" "kid" "Textbook Conversation" "communication"
"3396" "kid" "Textbook Conversation" "communication"
"3397" "kid" "Spoken BNC 2014" "communication"
"3398" "kid" "Textbook Conversation" "communication"
"3399" "kid" "Youth Fiction Sampled" "communication"
"3400" "kid" "Textbook Conversation" "communication"
"3401" "kid" "Textbook Conversation" "communication"
"3402" "kid" "Youth Fiction Sampled" "communication"
"3403" "kid" "Textbook Conversation" "communication"
"3404" "kid" "Spoken BNC 2014" "communication"
"3405" "kid" "Textbook Conversation" "communication"
"3406" "kid" "Spoken BNC 2014" "communication"
"3407" "kid" "Spoken BNC 2014" "communication"
"3408" "kid" "Textbook Conversation" "communication"
"3409" "kid" "Textbook Conversation" "communication"
"3410" "kid" "Spoken BNC 2014" "communication"
"3411" "kid" "Youth Fiction Sampled" "communication"
"3412" "kid" "Textbook Conversation" "communication"
"3413" "kid" "Textbook Conversation" "communication"
"3414" "kid" "Textbook Conversation" "communication"
"3415" "kid" "Spoken BNC 2014" "communication"
"3416" "kill" "Youth Fiction Sampled" "unclear_other"
"3417" "kill" "Spoken BNC 2014" "unclear_other"
"3418" "kill" "Textbook Conversation" "unclear_other"
"3419" "kill" "Youth Fiction Sampled" "unclear_other"
"3420" "kiss" "Textbook Fiction" "activity"
"3421" "kiss" "Youth Fiction Sampled" "activity"
"3422" "kiss" "Textbook Fiction" "activity"
"3423" "kiss" "Youth Fiction Sampled" "activity"
"3424" "kneel" "Youth Fiction Sampled" "activity"
"3425" "kneel" "Textbook Fiction" "activity"
"3426" "kneel" "Textbook Conversation" "activity"
"3427" "kneel" "Youth Fiction Sampled" "activity"
"3428" "knit" "Youth Fiction Sampled" "activity"
"3429" "knock" "Spoken BNC 2014" "activity"
"3430" "knock out" "Spoken BNC 2014" "activity"
"3431" "know" "Youth Fiction Sampled" "mental"
"3432" "lack" "Youth Fiction Sampled" "existence_relationship"
"3433" "land" "Textbook Conversation" "activity"
"3434" "languish" "Youth Fiction Sampled" "mental"
"3435" "laugh" "Textbook Fiction" "activity"
"3436" "laugh" "Textbook Fiction" "activity"
"3437" "laugh" "Textbook Fiction" "activity"
"3438" "laugh" "Textbook Conversation" "activity"
"3439" "laugh" "Youth Fiction Sampled" "activity"
"3440" "laugh" "Youth Fiction Sampled" "activity"
"3441" "laugh" "Spoken BNC 2014" "activity"
"3442" "laugh" "Textbook Conversation" "activity"
"3443" "laugh" "Textbook Fiction" "activity"
"3444" "laugh" "Youth Fiction Sampled" "activity"
"3445" "laugh" "Textbook Fiction" "activity"
"3446" "laugh" "Youth Fiction Sampled" "activity"
"3447" "laugh" "Textbook Fiction" "activity"
"3448" "laugh" "Spoken BNC 2014" "activity"
"3449" "laugh" "Youth Fiction Sampled" "activity"
"3450" "laugh" "Youth Fiction Sampled" "activity"
"3451" "laugh" "Youth Fiction Sampled" "activity"
"3452" "laugh" "Textbook Conversation" "activity"
"3453" "laugh" "Textbook Fiction" "activity"
"3454" "laugh" "Spoken BNC 2014" "activity"
"3455" "laugh" "Spoken BNC 2014" "activity"
"3456" "laugh" "Spoken BNC 2014" "activity"
"3457" "laugh" "Textbook Fiction" "activity"
"3458" "laugh" "Spoken BNC 2014" "activity"
"3459" "laugh" "Textbook Fiction" "activity"
"3460" "laugh" "Textbook Fiction" "activity"
"3461" "laugh" "Textbook Fiction" "activity"
"3462" "laugh" "Spoken BNC 2014" "activity"
"3463" "laugh" "Textbook Fiction" "activity"
"3464" "laugh" "Textbook Conversation" "activity"
"3465" "laugh" "Textbook Fiction" "activity"
"3466" "laugh" "Textbook Fiction" "activity"
"3467" "laugh about" "Textbook Fiction" "activity"
"3468" "lay" "Spoken BNC 2014" "activity"
"3469" "lay" "Youth Fiction Sampled" "activity"
"3470" "laze around" "Spoken BNC 2014" "activity"
"3471" "lead" "Textbook Fiction" "unclear_other"
"3472" "lead" "Spoken BNC 2014" "unclear_other"
"3473" "lead" "Textbook Conversation" "unclear_other"
"3474" "lean" "Youth Fiction Sampled" "activity"
"3475" "lean" "Youth Fiction Sampled" "activity"
"3476" "lean" "Youth Fiction Sampled" "activity"
"3477" "lean back" "Youth Fiction Sampled" "activity"
"3478" "lean back" "Textbook Fiction" "activity"
"3479" "lean in" "Spoken BNC 2014" "activity"
"3480" "leap" "Youth Fiction Sampled" "activity"
"3481" "leap" "Youth Fiction Sampled" "activity"
"3482" "leap" "Youth Fiction Sampled" "activity"
"3483" "leap aside" "Youth Fiction Sampled" "activity"
"3484" "learn" "Textbook Fiction" "mental"
"3485" "learn" "Textbook Conversation" "mental"
"3486" "learn" "Textbook Conversation" "mental"
"3487" "learn" "Textbook Conversation" "mental"
"3488" "learn" "Spoken BNC 2014" "mental"
"3489" "learn" "Textbook Conversation" "mental"
"3490" "learn" "Textbook Fiction" "mental"
"3491" "learn" "Textbook Fiction" "mental"
"3492" "learn" "Textbook Conversation" "mental"
"3493" "learn" "Spoken BNC 2014" "mental"
"3494" "learn" "Youth Fiction Sampled" "mental"
"3495" "learn" "Textbook Fiction" "mental"
"3496" "learn" "Spoken BNC 2014" "mental"
"3497" "learn" "Textbook Conversation" "mental"
"3498" "learn" "Textbook Fiction" "mental"
"3499" "learn" "Youth Fiction Sampled" "mental"
"3500" "learn" "Spoken BNC 2014" "mental"
"3501" "learn" "Youth Fiction Sampled" "mental"
"3502" "learn" "Textbook Conversation" "mental"
"3503" "learn" "Textbook Conversation" "mental"
"3504" "learn" "Textbook Conversation" "mental"
"3505" "learn" "Textbook Conversation" "mental"
"3506" "learn" "Textbook Conversation" "mental"
"3507" "learn" "Textbook Conversation" "mental"
"3508" "learn" "Textbook Fiction" "mental"
"3509" "learn" "Youth Fiction Sampled" "mental"
"3510" "learn" "Spoken BNC 2014" "mental"
"3511" "learn" "Spoken BNC 2014" "mental"
"3512" "learn" "Textbook Fiction" "mental"
"3513" "learn" "Textbook Fiction" "mental"
"3514" "learn" "Textbook Conversation" "mental"
"3515" "learn" "Textbook Conversation" "mental"
"3516" "leave" "Spoken BNC 2014" "activity"
"3517" "leave" "Textbook Conversation" "activity"
"3518" "leave" "Textbook Fiction" "activity"
"3519" "leave" "Textbook Conversation" "activity"
"3520" "leave" "Textbook Conversation" "activity"
"3521" "leave" "Spoken BNC 2014" "activity"
"3522" "leave" "Youth Fiction Sampled" "activity"
"3523" "leave" "Spoken BNC 2014" "activity"
"3524" "leave" "Spoken BNC 2014" "activity"
"3525" "leave" "Spoken BNC 2014" "activity"
"3526" "leave" "Textbook Fiction" "activity"
"3527" "leave" "Textbook Conversation" "activity"
"3528" "leave" "Textbook Conversation" "activity"
"3529" "leave" "Youth Fiction Sampled" "activity"
"3530" "leave" "Textbook Fiction" "activity"
"3531" "leave" "Textbook Conversation" "activity"
"3532" "leave" "Textbook Fiction" "activity"
"3533" "leave" "Spoken BNC 2014" "activity"
"3534" "leave" "Textbook Fiction" "activity"
"3535" "leave" "Textbook Fiction" "activity"
"3536" "leave" "Spoken BNC 2014" "activity"
"3537" "leave" "Spoken BNC 2014" "activity"
"3538" "leave" "Youth Fiction Sampled" "activity"
"3539" "leave" "Spoken BNC 2014" "activity"
"3540" "leave" "Textbook Conversation" "activity"
"3541" "leave" "Textbook Conversation" "activity"
"3542" "leave" "Textbook Fiction" "activity"
"3543" "leave" "Textbook Conversation" "activity"
"3544" "leave" "Textbook Conversation" "activity"
"3545" "leave" "Textbook Conversation" "activity"
"3546" "leave" "Youth Fiction Sampled" "activity"
"3547" "leave" "Textbook Conversation" "activity"
"3548" "leave" "Youth Fiction Sampled" "activity"
"3549" "leave" "Textbook Conversation" "activity"
"3550" "leave" "Youth Fiction Sampled" "activity"
"3551" "leave" "Textbook Conversation" "activity"
"3552" "leave" "Textbook Conversation" "activity"
"3553" "leave" "Youth Fiction Sampled" "activity"
"3554" "let" "Spoken BNC 2014" "facilitation_causation"
"3555" "let" "Spoken BNC 2014" "facilitation_causation"
"3556" "let" "Textbook Conversation" "facilitation_causation"
"3557" "let" "Textbook Conversation" "facilitation_causation"
"3558" "let" "Textbook Conversation" "facilitation_causation"
"3559" "let" "Spoken BNC 2014" "facilitation_causation"
"3560" "let" "Spoken BNC 2014" "facilitation_causation"
"3561" "let" "Textbook Fiction" "facilitation_causation"
"3562" "level" "Textbook Conversation" "existence_relationship"
"3563" "lick" "Youth Fiction Sampled" "activity"
"3564" "lick" "Youth Fiction Sampled" "activity"
"3565" "lie" "Youth Fiction Sampled" "unclear_other"
"3566" "lie" "Youth Fiction Sampled" "unclear_other"
"3567" "lie" "Youth Fiction Sampled" "unclear_other"
"3568" "lie" "Textbook Fiction" "unclear_other"
"3569" "lie" "Spoken BNC 2014" "unclear_other"
"3570" "lie" "Youth Fiction Sampled" "unclear_other"
"3571" "lie" "Spoken BNC 2014" "unclear_other"
"3572" "lie" "Spoken BNC 2014" "unclear_other"
"3573" "lie" "Textbook Conversation" "unclear_other"
"3574" "lie" "Textbook Fiction" "unclear_other"
"3575" "lie" "Youth Fiction Sampled" "unclear_other"
"3576" "lie" "Textbook Conversation" "unclear_other"
"3577" "lie" "Spoken BNC 2014" "unclear_other"
"3578" "lie" "Youth Fiction Sampled" "unclear_other"
"3579" "lie" "Textbook Conversation" "unclear_other"
"3580" "lie" "Youth Fiction Sampled" "unclear_other"
"3581" "lie" "Youth Fiction Sampled" "unclear_other"
"3582" "lie" "Textbook Fiction" "unclear_other"
"3583" "lie" "Youth Fiction Sampled" "unclear_other"
"3584" "lie" "Textbook Conversation" "unclear_other"
"3585" "lie" "Textbook Conversation" "unclear_other"
"3586" "lie" "Youth Fiction Sampled" "unclear_other"
"3587" "lie" "Textbook Conversation" "unclear_other"
"3588" "lie" "Spoken BNC 2014" "unclear_other"
"3589" "lie" "Textbook Conversation" "unclear_other"
"3590" "lie" "Youth Fiction Sampled" "unclear_other"
"3591" "lie" "Textbook Conversation" "unclear_other"
"3592" "lie" "Textbook Conversation" "unclear_other"
"3593" "lie" "Youth Fiction Sampled" "unclear_other"
"3594" "lie" "Spoken BNC 2014" "unclear_other"
"3595" "lie" "Textbook Fiction" "unclear_other"
"3596" "lie" "Youth Fiction Sampled" "unclear_other"
"3597" "lie" "Textbook Conversation" "unclear_other"
"3598" "lie" "Textbook Fiction" "unclear_other"
"3599" "lie" "Youth Fiction Sampled" "unclear_other"
"3600" "lie" "Textbook Fiction" "unclear_other"
"3601" "lie" "Textbook Conversation" "unclear_other"
"3602" "lie" "Textbook Fiction" "unclear_other"
"3603" "lie" "Youth Fiction Sampled" "unclear_other"
"3604" "lie" "Youth Fiction Sampled" "unclear_other"
"3605" "lie" "Youth Fiction Sampled" "unclear_other"
"3606" "lie" "Youth Fiction Sampled" "unclear_other"
"3607" "lie" "Textbook Conversation" "unclear_other"
"3608" "lie asleep" "Youth Fiction Sampled" "occurrence"
"3609" "lift" "Textbook Conversation" "activity"
"3610" "lift" "Textbook Conversation" "activity"
"3611" "lift" "Textbook Conversation" "activity"
"3612" "light up" "Textbook Conversation" "occurrence"
"3613" "like" "Youth Fiction Sampled" "mental"
"3614" "like" "Youth Fiction Sampled" "mental"
"3615" "limp" "Youth Fiction Sampled" "activity"
"3616" "limp" "Youth Fiction Sampled" "activity"
"3617" "limp" "Textbook Fiction" "activity"
"3618" "link" "Spoken BNC 2014" "existence_relationship"
"3619" "listen" "Textbook Conversation" "mental"
"3620" "listen" "Textbook Conversation" "mental"
"3621" "listen" "Spoken BNC 2014" "mental"
"3622" "listen" "Textbook Fiction" "mental"
"3623" "listen" "Spoken BNC 2014" "mental"
"3624" "listen" "Textbook Fiction" "mental"
"3625" "listen" "Spoken BNC 2014" "mental"
"3626" "listen" "Textbook Conversation" "mental"
"3627" "listen" "Textbook Conversation" "mental"
"3628" "listen" "Youth Fiction Sampled" "mental"
"3629" "listen" "Textbook Fiction" "mental"
"3630" "listen" "Textbook Conversation" "mental"
"3631" "listen" "Youth Fiction Sampled" "mental"
"3632" "listen" "Textbook Conversation" "mental"
"3633" "listen" "Textbook Conversation" "mental"
"3634" "listen" "Textbook Conversation" "mental"
"3635" "listen" "Textbook Conversation" "mental"
"3636" "listen" "Spoken BNC 2014" "mental"
"3637" "listen" "Youth Fiction Sampled" "mental"
"3638" "listen" "Textbook Conversation" "mental"
"3639" "listen" "Textbook Conversation" "mental"
"3640" "listen" "Spoken BNC 2014" "mental"
"3641" "listen" "Textbook Conversation" "mental"
"3642" "listen" "Textbook Conversation" "mental"
"3643" "listen" "Textbook Conversation" "mental"
"3644" "listen" "Textbook Conversation" "mental"
"3645" "listen" "Textbook Fiction" "mental"
"3646" "listen" "Youth Fiction Sampled" "mental"
"3647" "listen" "Spoken BNC 2014" "mental"
"3648" "listen" "Textbook Conversation" "mental"
"3649" "listen" "Textbook Conversation" "mental"
"3650" "listen" "Textbook Conversation" "mental"
"3651" "listen" "Textbook Fiction" "mental"
"3652" "listen" "Textbook Conversation" "mental"
"3653" "listen" "Textbook Fiction" "mental"
"3654" "listen" "Youth Fiction Sampled" "mental"
"3655" "listen" "Textbook Fiction" "mental"
"3656" "listen" "Youth Fiction Sampled" "mental"
"3657" "listen" "Youth Fiction Sampled" "mental"
"3658" "listen" "Textbook Conversation" "mental"
"3659" "listen" "Textbook Conversation" "mental"
"3660" "listen" "Spoken BNC 2014" "mental"
"3661" "listen" "Textbook Fiction" "mental"
"3662" "listen" "Spoken BNC 2014" "mental"
"3663" "listen" "Textbook Fiction" "mental"
"3664" "listen" "Textbook Conversation" "mental"
"3665" "listen" "Spoken BNC 2014" "mental"
"3666" "listen" "Textbook Fiction" "mental"
"3667" "listen" "Textbook Conversation" "mental"
"3668" "listen" "Youth Fiction Sampled" "mental"
"3669" "listen" "Textbook Conversation" "mental"
"3670" "listen" "Textbook Conversation" "mental"
"3671" "listen" "Textbook Conversation" "mental"
"3672" "listen" "Textbook Fiction" "mental"
"3673" "listen" "Spoken BNC 2014" "mental"
"3674" "listen" "Textbook Fiction" "mental"
"3675" "listen" "Spoken BNC 2014" "mental"
"3676" "listen" "Textbook Conversation" "mental"
"3677" "listen" "Textbook Conversation" "mental"
"3678" "listen" "Youth Fiction Sampled" "mental"
"3679" "live" "Textbook Conversation" "existence_relationship"
"3680" "live" "Textbook Conversation" "existence_relationship"
"3681" "live" "Spoken BNC 2014" "existence_relationship"
"3682" "live" "Textbook Conversation" "existence_relationship"
"3683" "live" "Spoken BNC 2014" "existence_relationship"
"3684" "live" "Spoken BNC 2014" "existence_relationship"
"3685" "live" "Textbook Fiction" "existence_relationship"
"3686" "live" "Spoken BNC 2014" "existence_relationship"
"3687" "live" "Textbook Fiction" "existence_relationship"
"3688" "live" "Textbook Conversation" "existence_relationship"
"3689" "live" "Spoken BNC 2014" "existence_relationship"
"3690" "live" "Textbook Conversation" "existence_relationship"
"3691" "live" "Spoken BNC 2014" "existence_relationship"
"3692" "live" "Spoken BNC 2014" "existence_relationship"
"3693" "live" "Textbook Conversation" "existence_relationship"
"3694" "live" "Youth Fiction Sampled" "existence_relationship"
"3695" "live" "Textbook Fiction" "existence_relationship"
"3696" "live" "Textbook Fiction" "existence_relationship"
"3697" "live" "Spoken BNC 2014" "existence_relationship"
"3698" "live" "Textbook Conversation" "existence_relationship"
"3699" "live" "Textbook Conversation" "existence_relationship"
"3700" "live" "Spoken BNC 2014" "existence_relationship"
"3701" "live" "Textbook Conversation" "existence_relationship"
"3702" "live" "Spoken BNC 2014" "existence_relationship"
"3703" "live" "Textbook Fiction" "existence_relationship"
"3704" "live" "Textbook Conversation" "existence_relationship"
"3705" "live" "Spoken BNC 2014" "existence_relationship"
"3706" "live" "Textbook Conversation" "existence_relationship"
"3707" "live" "Textbook Conversation" "existence_relationship"
"3708" "live" "Youth Fiction Sampled" "existence_relationship"
"3709" "live" "Spoken BNC 2014" "existence_relationship"
"3710" "live" "Textbook Fiction" "existence_relationship"
"3711" "live" "Textbook Conversation" "existence_relationship"
"3712" "live" "Textbook Conversation" "existence_relationship"
"3713" "live" "Spoken BNC 2014" "existence_relationship"
"3714" "live" "Textbook Fiction" "existence_relationship"
"3715" "live" "Textbook Conversation" "existence_relationship"
"3716" "live" "Youth Fiction Sampled" "existence_relationship"
"3717" "live" "Textbook Conversation" "existence_relationship"
"3718" "live" "Spoken BNC 2014" "existence_relationship"
"3719" "live" "Youth Fiction Sampled" "existence_relationship"
"3720" "live" "Textbook Conversation" "existence_relationship"
"3721" "live" "Textbook Conversation" "existence_relationship"
"3722" "live" "Spoken BNC 2014" "existence_relationship"
"3723" "live" "Textbook Fiction" "existence_relationship"
"3724" "live" "Textbook Conversation" "existence_relationship"
"3725" "live" "Youth Fiction Sampled" "existence_relationship"
"3726" "live" "Textbook Conversation" "existence_relationship"
"3727" "live" "Spoken BNC 2014" "existence_relationship"
"3728" "live" "Textbook Fiction" "existence_relationship"
"3729" "live" "Textbook Conversation" "existence_relationship"
"3730" "live" "Youth Fiction Sampled" "existence_relationship"
"3731" "live" "Textbook Fiction" "existence_relationship"
"3732" "live" "Textbook Fiction" "existence_relationship"
"3733" "live" "Textbook Fiction" "existence_relationship"
"3734" "live" "Youth Fiction Sampled" "existence_relationship"
"3735" "live" "Textbook Fiction" "existence_relationship"
"3736" "live" "Textbook Conversation" "existence_relationship"
"3737" "live" "Youth Fiction Sampled" "existence_relationship"
"3738" "live up" "Youth Fiction Sampled" "unclear_other"
"3739" "live up" "Spoken BNC 2014" "unclear_other"
"3740" "live up" "Youth Fiction Sampled" "unclear_other"
"3741" "long" "Youth Fiction Sampled" "mental"
"3742" "look" "Spoken BNC 2014" "unclear_other"
"3743" "look" "Spoken BNC 2014" "unclear_other"
"3744" "look" "Textbook Fiction" "unclear_other"
"3745" "look" "Youth Fiction Sampled" "unclear_other"
"3746" "look" "Textbook Conversation" "unclear_other"
"3747" "look" "Textbook Conversation" "unclear_other"
"3748" "look" "Youth Fiction Sampled" "unclear_other"
"3749" "look" "Textbook Conversation" "unclear_other"
"3750" "look" "Spoken BNC 2014" "unclear_other"
"3751" "look" "Spoken BNC 2014" "unclear_other"
"3752" "look" "Spoken BNC 2014" "unclear_other"
"3753" "look" "Textbook Conversation" "unclear_other"
"3754" "look" "Textbook Conversation" "unclear_other"
"3755" "look" "Textbook Conversation" "unclear_other"
"3756" "look" "Spoken BNC 2014" "unclear_other"
"3757" "look" "Textbook Fiction" "unclear_other"
"3758" "look" "Spoken BNC 2014" "unclear_other"
"3759" "look" "Textbook Conversation" "unclear_other"
"3760" "look" "Textbook Conversation" "unclear_other"
"3761" "look" "Textbook Conversation" "unclear_other"
"3762" "look" "Textbook Conversation" "unclear_other"
"3763" "look" "Youth Fiction Sampled" "unclear_other"
"3764" "look" "Textbook Conversation" "unclear_other"
"3765" "look" "Spoken BNC 2014" "unclear_other"
"3766" "look" "Textbook Conversation" "unclear_other"
"3767" "look" "Textbook Conversation" "unclear_other"
"3768" "look" "Textbook Fiction" "unclear_other"
"3769" "look" "Spoken BNC 2014" "unclear_other"
"3770" "look" "Spoken BNC 2014" "unclear_other"
"3771" "look" "Textbook Conversation" "unclear_other"
"3772" "look" "Textbook Fiction" "unclear_other"
"3773" "look" "Textbook Conversation" "unclear_other"
"3774" "look" "Textbook Conversation" "unclear_other"
"3775" "look" "Textbook Conversation" "unclear_other"
"3776" "look" "Youth Fiction Sampled" "unclear_other"
"3777" "look" "Textbook Conversation" "unclear_other"
"3778" "look" "Textbook Conversation" "unclear_other"
"3779" "look" "Textbook Conversation" "unclear_other"
"3780" "look" "Textbook Conversation" "unclear_other"
"3781" "look" "Youth Fiction Sampled" "unclear_other"
"3782" "look" "Textbook Conversation" "unclear_other"
"3783" "look" "Textbook Conversation" "unclear_other"
"3784" "look" "Textbook Conversation" "unclear_other"
"3785" "look" "Spoken BNC 2014" "unclear_other"
"3786" "look" "Textbook Conversation" "unclear_other"
"3787" "look" "Textbook Conversation" "unclear_other"
"3788" "look" "Textbook Conversation" "unclear_other"
"3789" "look" "Spoken BNC 2014" "unclear_other"
"3790" "look" "Textbook Fiction" "unclear_other"
"3791" "look" "Textbook Conversation" "unclear_other"
"3792" "look" "Textbook Conversation" "unclear_other"
"3793" "look" "Textbook Conversation" "unclear_other"
"3794" "look" "Spoken BNC 2014" "unclear_other"
"3795" "look" "Textbook Conversation" "unclear_other"
"3796" "look" "Textbook Conversation" "unclear_other"
"3797" "look" "Textbook Fiction" "unclear_other"
"3798" "look" "Textbook Conversation" "unclear_other"
"3799" "look" "Textbook Conversation" "unclear_other"
"3800" "look" "Textbook Conversation" "unclear_other"
"3801" "look" "Spoken BNC 2014" "unclear_other"
"3802" "look" "Textbook Fiction" "unclear_other"
"3803" "look" "Textbook Fiction" "unclear_other"
"3804" "look" "Textbook Conversation" "unclear_other"
"3805" "look" "Spoken BNC 2014" "unclear_other"
"3806" "look" "Textbook Fiction" "unclear_other"
"3807" "look" "Spoken BNC 2014" "unclear_other"
"3808" "look" "Textbook Conversation" "unclear_other"
"3809" "look" "Textbook Conversation" "unclear_other"
"3810" "look" "Youth Fiction Sampled" "unclear_other"
"3811" "look" "Textbook Conversation" "unclear_other"
"3812" "look" "Textbook Conversation" "unclear_other"
"3813" "look" "Youth Fiction Sampled" "unclear_other"
"3814" "look" "Textbook Fiction" "unclear_other"
"3815" "look" "Spoken BNC 2014" "unclear_other"
"3816" "look" "Textbook Conversation" "unclear_other"
"3817" "look" "Textbook Fiction" "unclear_other"
"3818" "look" "Textbook Conversation" "unclear_other"
"3819" "look" "Textbook Conversation" "unclear_other"
"3820" "look" "Textbook Conversation" "unclear_other"
"3821" "look" "Textbook Conversation" "unclear_other"
"3822" "look" "Textbook Conversation" "unclear_other"
"3823" "look" "Youth Fiction Sampled" "unclear_other"
"3824" "look" "Textbook Fiction" "unclear_other"
"3825" "look" "Textbook Conversation" "unclear_other"
"3826" "look" "Textbook Conversation" "unclear_other"
"3827" "look" "Textbook Fiction" "unclear_other"
"3828" "look" "Textbook Conversation" "unclear_other"
"3829" "look" "Spoken BNC 2014" "unclear_other"
"3830" "look" "Textbook Conversation" "unclear_other"
"3831" "look" "Textbook Conversation" "unclear_other"
"3832" "look" "Textbook Fiction" "unclear_other"
"3833" "look" "Textbook Fiction" "unclear_other"
"3834" "look" "Textbook Conversation" "unclear_other"
"3835" "look" "Textbook Conversation" "unclear_other"
"3836" "look" "Youth Fiction Sampled" "unclear_other"
"3837" "look" "Textbook Conversation" "unclear_other"
"3838" "look" "Youth Fiction Sampled" "unclear_other"
"3839" "look" "Textbook Conversation" "unclear_other"
"3840" "look" "Textbook Conversation" "unclear_other"
"3841" "look" "Spoken BNC 2014" "unclear_other"
"3842" "look" "Spoken BNC 2014" "unclear_other"
"3843" "look" "Textbook Conversation" "unclear_other"
"3844" "look" "Spoken BNC 2014" "unclear_other"
"3845" "look" "Textbook Conversation" "unclear_other"
"3846" "look" "Textbook Conversation" "unclear_other"
"3847" "look" "Textbook Conversation" "unclear_other"
"3848" "look" "Textbook Fiction" "unclear_other"
"3849" "look" "Textbook Conversation" "unclear_other"
"3850" "look" "Spoken BNC 2014" "unclear_other"
"3851" "look" "Textbook Conversation" "unclear_other"
"3852" "look" "Textbook Conversation" "unclear_other"
"3853" "look" "Textbook Fiction" "unclear_other"
"3854" "look" "Textbook Conversation" "unclear_other"
"3855" "look" "Textbook Conversation" "unclear_other"
"3856" "look" "Textbook Conversation" "unclear_other"
"3857" "look" "Spoken BNC 2014" "unclear_other"
"3858" "look" "Spoken BNC 2014" "unclear_other"
"3859" "look" "Spoken BNC 2014" "unclear_other"
"3860" "look" "Textbook Conversation" "unclear_other"
"3861" "look" "Textbook Fiction" "unclear_other"
"3862" "look" "Spoken BNC 2014" "unclear_other"
"3863" "look" "Spoken BNC 2014" "unclear_other"
"3864" "look" "Textbook Conversation" "unclear_other"
"3865" "look" "Textbook Conversation" "unclear_other"
"3866" "look" "Textbook Conversation" "unclear_other"
"3867" "look" "Textbook Fiction" "unclear_other"
"3868" "look" "Textbook Conversation" "unclear_other"
"3869" "look" "Textbook Conversation" "unclear_other"
"3870" "look" "Textbook Conversation" "unclear_other"
"3871" "look" "Textbook Conversation" "unclear_other"
"3872" "look" "Spoken BNC 2014" "unclear_other"
"3873" "look" "Textbook Fiction" "unclear_other"
"3874" "look" "Textbook Conversation" "unclear_other"
"3875" "look" "Textbook Conversation" "unclear_other"
"3876" "look" "Spoken BNC 2014" "unclear_other"
"3877" "look" "Youth Fiction Sampled" "unclear_other"
"3878" "look" "Textbook Conversation" "unclear_other"
"3879" "look" "Textbook Conversation" "unclear_other"
"3880" "look" "Textbook Conversation" "unclear_other"
"3881" "look" "Textbook Conversation" "unclear_other"
"3882" "look" "Textbook Conversation" "unclear_other"
"3883" "look" "Textbook Conversation" "unclear_other"
"3884" "look" "Youth Fiction Sampled" "unclear_other"
"3885" "look" "Textbook Conversation" "unclear_other"
"3886" "look" "Textbook Fiction" "unclear_other"
"3887" "look" "Textbook Conversation" "unclear_other"
"3888" "look" "Youth Fiction Sampled" "unclear_other"
"3889" "look" "Textbook Conversation" "unclear_other"
"3890" "look" "Textbook Fiction" "unclear_other"
"3891" "look" "Textbook Conversation" "unclear_other"
"3892" "look" "Textbook Conversation" "unclear_other"
"3893" "look" "Textbook Conversation" "unclear_other"
"3894" "look" "Textbook Conversation" "unclear_other"
"3895" "look" "Textbook Fiction" "unclear_other"
"3896" "look" "Textbook Conversation" "unclear_other"
"3897" "look" "Textbook Conversation" "unclear_other"
"3898" "look" "Textbook Conversation" "unclear_other"
"3899" "look after" "Spoken BNC 2014" "activity"
"3900" "look after" "Textbook Conversation" "activity"
"3901" "look after" "Textbook Fiction" "activity"
"3902" "look around" "Youth Fiction Sampled" "activity"
"3903" "look around" "Textbook Conversation" "activity"
"3904" "look at" "Textbook Fiction" "mental"
"3905" "look at" "Textbook Fiction" "mental"
"3906" "look at" "Textbook Fiction" "mental"
"3907" "look at" "Youth Fiction Sampled" "mental"
"3908" "look at" "Textbook Fiction" "mental"
"3909" "look at" "Textbook Fiction" "mental"
"3910" "look at" "Textbook Fiction" "mental"
"3911" "look at" "Youth Fiction Sampled" "mental"
"3912" "look at" "Textbook Fiction" "mental"
"3913" "look at" "Youth Fiction Sampled" "mental"
"3914" "look at" "Textbook Fiction" "mental"
"3915" "look at" "Textbook Fiction" "mental"
"3916" "look at" "Youth Fiction Sampled" "mental"
"3917" "look at" "Textbook Fiction" "mental"
"3918" "look at" "Textbook Fiction" "mental"
"3919" "look at" "Textbook Fiction" "mental"
"3920" "look at" "Youth Fiction Sampled" "mental"
"3921" "look at" "Youth Fiction Sampled" "mental"
"3922" "look at" "Textbook Fiction" "mental"
"3923" "look at" "Youth Fiction Sampled" "mental"
"3924" "look at" "Textbook Fiction" "mental"
"3925" "look at" "Textbook Fiction" "mental"
"3926" "look at" "Textbook Fiction" "mental"
"3927" "look at" "Textbook Fiction" "mental"
"3928" "look at" "Textbook Fiction" "mental"
"3929" "look at" "Textbook Fiction" "mental"
"3930" "look at" "Youth Fiction Sampled" "mental"
"3931" "look at" "Youth Fiction Sampled" "mental"
"3932" "look at" "Textbook Fiction" "mental"
"3933" "look at" "Youth Fiction Sampled" "mental"
"3934" "look at" "Textbook Fiction" "mental"
"3935" "look at" "Youth Fiction Sampled" "mental"
