"Lemma" "Corpus" "Semantic domain"
"7155" "wait" "Youth Fiction Sampled" "activity"
"7156" "wait" "Spoken BNC 2014" "activity"
"7157" "wait" "Textbook Conversation" "activity"
"7158" "wait" "Textbook Conversation" "activity"
"7159" "wait" "Textbook Fiction" "activity"
"7160" "wait" "Textbook Conversation" "activity"
"7161" "wait" "Youth Fiction Sampled" "activity"
"7162" "wait" "Spoken BNC 2014" "activity"
"7163" "wait" "Youth Fiction Sampled" "activity"
"7164" "wait" "Spoken BNC 2014" "activity"
"7165" "wait" "Textbook Fiction" "activity"
"7166" "wait" "Spoken BNC 2014" "activity"
"7167" "wait" "Youth Fiction Sampled" "activity"
"7168" "wait" "Textbook Fiction" "activity"
"7169" "wait" "Textbook Conversation" "activity"
"7170" "wait" "Textbook Conversation" "activity"
"7171" "wait" "Textbook Conversation" "activity"
"7172" "wait" "Spoken BNC 2014" "activity"
"7173" "wait" "Textbook Conversation" "activity"
"7174" "wait" "Youth Fiction Sampled" "activity"
"7175" "wait" "Textbook Conversation" "activity"
"7176" "wait" "Textbook Conversation" "activity"
"7177" "wait" "Textbook Conversation" "activity"
"7178" "wait" "Youth Fiction Sampled" "activity"
"7179" "wait" "Youth Fiction Sampled" "activity"
"7180" "wait" "Textbook Fiction" "activity"
"7181" "wait" "Textbook Fiction" "activity"
"7182" "wait" "Textbook Conversation" "activity"
"7183" "wait" "Textbook Conversation" "activity"
"7184" "wait" "Textbook Fiction" "activity"
"7185" "wait" "Textbook Conversation" "activity"
"7186" "wait" "Spoken BNC 2014" "activity"
"7187" "wait" "Textbook Conversation" "activity"
"7188" "wait" "Textbook Conversation" "activity"
"7189" "wait" "Youth Fiction Sampled" "activity"
"7190" "wait" "Spoken BNC 2014" "activity"
"7191" "wait" "Spoken BNC 2014" "activity"
"7192" "wait" "Textbook Conversation" "activity"
"7193" "wait" "Textbook Conversation" "activity"
"7194" "wait" "Textbook Fiction" "activity"
"7195" "wait" "Youth Fiction Sampled" "activity"
"7196" "wait" "Textbook Conversation" "activity"
"7197" "wait" "Spoken BNC 2014" "activity"
"7198" "wait" "Textbook Fiction" "activity"
"7199" "wait" "Textbook Conversation" "activity"
"7200" "wait" "Spoken BNC 2014" "activity"
"7201" "wait" "Textbook Conversation" "activity"
"7202" "wait" "Youth Fiction Sampled" "activity"
"7203" "wait" "Textbook Conversation" "activity"
"7204" "wait" "Textbook Conversation" "activity"
"7205" "wait" "Youth Fiction Sampled" "activity"
"7206" "wait" "Spoken BNC 2014" "activity"
"7207" "wait" "Textbook Fiction" "activity"
"7208" "wait" "Textbook Conversation" "activity"
"7209" "wait" "Textbook Fiction" "activity"
"7210" "wait" "Spoken BNC 2014" "activity"
"7211" "wait" "Textbook Conversation" "activity"
"7212" "wait" "Textbook Fiction" "activity"
"7213" "wait" "Textbook Fiction" "activity"
"7214" "wait" "Textbook Conversation" "activity"
"7215" "wait" "Textbook Conversation" "activity"
"7216" "wait" "Spoken BNC 2014" "activity"
"7217" "wait" "Textbook Fiction" "activity"
"7218" "wait" "Textbook Conversation" "activity"
"7219" "wait" "Textbook Fiction" "activity"
"7220" "wait" "Youth Fiction Sampled" "activity"
"7221" "wait" "Spoken BNC 2014" "activity"
"7222" "wait" "Youth Fiction Sampled" "activity"
"7223" "wait" "Spoken BNC 2014" "activity"
"7224" "wait" "Textbook Conversation" "activity"
"7225" "wait" "Youth Fiction Sampled" "activity"
"7226" "wait" "Spoken BNC 2014" "activity"
"7227" "wait" "Textbook Conversation" "activity"
"7228" "wait" "Textbook Conversation" "activity"
"7229" "wait" "Textbook Conversation" "activity"
"7230" "wait" "Youth Fiction Sampled" "activity"
"7231" "wait" "Spoken BNC 2014" "activity"
"7232" "wait" "Textbook Conversation" "activity"
"7233" "wait" "Textbook Fiction" "activity"
"7234" "wait" "Textbook Fiction" "activity"
"7235" "wait" "Textbook Conversation" "activity"
"7236" "wait" "Textbook Conversation" "activity"
"7237" "wait" "Textbook Conversation" "activity"
"7238" "wait" "Youth Fiction Sampled" "activity"
"7239" "wait" "Textbook Conversation" "activity"
"7240" "wait" "Youth Fiction Sampled" "activity"
"7241" "wait" "Textbook Conversation" "activity"
"7242" "wait" "Youth Fiction Sampled" "activity"
"7243" "wait" "Textbook Conversation" "activity"
"7244" "wait" "Textbook Fiction" "activity"
"7245" "wait for" "Textbook Fiction" "activity"
"7246" "wait for" "Textbook Fiction" "activity"
"7247" "wait for" "Textbook Fiction" "activity"
"7248" "wait for" "Spoken BNC 2014" "activity"
"7249" "wait for" "Textbook Fiction" "activity"
"7250" "wait for" "Textbook Fiction" "activity"
"7251" "wait for" "Textbook Fiction" "activity"
"7252" "wait for" "Textbook Fiction" "activity"
"7253" "wait for" "Textbook Fiction" "activity"
"7254" "wait for" "Textbook Fiction" "activity"
"7255" "wait for" "Textbook Fiction" "activity"
"7256" "wait for" "Textbook Fiction" "activity"
"7257" "wait for" "Textbook Fiction" "activity"
"7258" "wait for" "Textbook Fiction" "activity"
"7259" "wait for" "Textbook Fiction" "activity"
"7260" "wait for" "Textbook Fiction" "activity"
"7261" "wait for" "Textbook Fiction" "activity"
"7262" "wait for" "Textbook Fiction" "activity"
"7263" "wait for" "Textbook Fiction" "activity"
"7264" "wait for" "Textbook Fiction" "activity"
"7265" "wait for" "Textbook Fiction" "activity"
"7266" "wake up" "Youth Fiction Sampled" "activity"
"7267" "wake up" "Youth Fiction Sampled" "activity"
"7268" "wake up" "Spoken BNC 2014" "activity"
"7269" "wake up" "Spoken BNC 2014" "activity"
"7270" "walk" "Spoken BNC 2014" "activity"
"7271" "walk" "Spoken BNC 2014" "activity"
"7272" "walk" "Textbook Conversation" "activity"
"7273" "walk" "Textbook Fiction" "activity"
"7274" "walk" "Textbook Fiction" "activity"
"7275" "walk" "Textbook Conversation" "activity"
"7276" "walk" "Spoken BNC 2014" "activity"
"7277" "walk" "Textbook Conversation" "activity"
"7278" "walk" "Textbook Fiction" "activity"
"7279" "walk" "Textbook Fiction" "activity"
"7280" "walk" "Textbook Fiction" "activity"
"7281" "walk" "Spoken BNC 2014" "activity"
"7282" "walk" "Textbook Fiction" "activity"
"7283" "walk" "Spoken BNC 2014" "activity"
"7284" "walk" "Textbook Conversation" "activity"
"7285" "walk" "Textbook Fiction" "activity"
"7286" "walk" "Textbook Conversation" "activity"
"7287" "walk" "Textbook Fiction" "activity"
"7288" "walk" "Textbook Fiction" "activity"
"7289" "walk" "Textbook Conversation" "activity"
"7290" "walk" "Textbook Conversation" "activity"
"7291" "walk" "Textbook Fiction" "activity"
"7292" "walk" "Spoken BNC 2014" "activity"
"7293" "walk" "Textbook Conversation" "activity"
"7294" "walk" "Textbook Fiction" "activity"
"7295" "walk" "Textbook Conversation" "activity"
"7296" "walk" "Textbook Conversation" "activity"
"7297" "walk" "Textbook Conversation" "activity"
"7298" "walk" "Textbook Fiction" "activity"
"7299" "walk" "Textbook Fiction" "activity"
"7300" "walk" "Textbook Fiction" "activity"
"7301" "walk" "Textbook Conversation" "activity"
"7302" "walk" "Youth Fiction Sampled" "activity"
"7303" "walk" "Textbook Fiction" "activity"
"7304" "walk" "Textbook Fiction" "activity"
"7305" "walk" "Textbook Conversation" "activity"
"7306" "walk" "Textbook Conversation" "activity"
"7307" "walk" "Textbook Conversation" "activity"
"7308" "walk" "Textbook Fiction" "activity"
"7309" "walk" "Spoken BNC 2014" "activity"
"7310" "walk" "Textbook Fiction" "activity"
"7311" "walk" "Textbook Conversation" "activity"
"7312" "walk" "Youth Fiction Sampled" "activity"
"7313" "walk" "Spoken BNC 2014" "activity"
"7314" "walk" "Youth Fiction Sampled" "activity"
"7315" "walk" "Textbook Conversation" "activity"
"7316" "walk" "Textbook Fiction" "activity"
"7317" "walk" "Textbook Conversation" "activity"
"7318" "walk" "Textbook Fiction" "activity"
"7319" "walk" "Textbook Fiction" "activity"
"7320" "walk" "Spoken BNC 2014" "activity"
"7321" "walk" "Spoken BNC 2014" "activity"
"7322" "walk" "Textbook Conversation" "activity"
"7323" "walk" "Textbook Fiction" "activity"
"7324" "walk" "Textbook Conversation" "activity"
"7325" "walk" "Spoken BNC 2014" "activity"
"7326" "walk" "Textbook Fiction" "activity"
"7327" "walk" "Textbook Conversation" "activity"
"7328" "walk" "Spoken BNC 2014" "activity"
"7329" "walk" "Textbook Conversation" "activity"
"7330" "walk" "Textbook Conversation" "activity"
"7331" "walk" "Textbook Fiction" "activity"
"7332" "walk" "Textbook Fiction" "activity"
"7333" "walk" "Textbook Fiction" "activity"
"7334" "walk" "Youth Fiction Sampled" "activity"
"7335" "walk" "Textbook Conversation" "activity"
"7336" "walk" "Textbook Fiction" "activity"
"7337" "walk" "Textbook Conversation" "activity"
"7338" "walk" "Textbook Fiction" "activity"
"7339" "walk" "Textbook Fiction" "activity"
"7340" "walk" "Textbook Fiction" "activity"
"7341" "walk" "Textbook Fiction" "activity"
"7342" "walk" "Textbook Fiction" "activity"
"7343" "walk" "Textbook Fiction" "activity"
"7344" "walk" "Textbook Conversation" "activity"
"7345" "walk" "Textbook Fiction" "activity"
"7346" "walk" "Textbook Fiction" "activity"
"7347" "walk" "Textbook Fiction" "activity"
"7348" "walk" "Textbook Fiction" "activity"
"7349" "walk" "Textbook Fiction" "activity"
"7350" "walk" "Textbook Fiction" "activity"
"7351" "walk" "Textbook Conversation" "activity"
"7352" "walk along" "Youth Fiction Sampled" "activity"
"7353" "walk along" "Textbook Fiction" "activity"
"7354" "walk around" "Youth Fiction Sampled" "activity"
"7355" "walk away" "Textbook Fiction" "activity"
"7356" "walk away" "Textbook Fiction" "activity"
"7357" "walk away" "Textbook Fiction" "activity"
"7358" "wander" "Textbook Fiction" "activity"
"7359" "wander about" "Youth Fiction Sampled" "activity"
"7360" "wander about" "Youth Fiction Sampled" "activity"
"7361" "want" "Spoken BNC 2014" "mental"
"7362" "want" "Textbook Conversation" "mental"
"7363" "want" "Textbook Fiction" "mental"
"7364" "want" "Spoken BNC 2014" "mental"
"7365" "want" "Textbook Conversation" "mental"
"7366" "want" "Spoken BNC 2014" "mental"
"7367" "want" "Youth Fiction Sampled" "mental"
"7368" "warm up" "Youth Fiction Sampled" "activity"
"7369" "wash" "Textbook Conversation" "activity"
"7370" "wash" "Textbook Fiction" "activity"
"7371" "wash" "Textbook Conversation" "activity"
"7372" "wash" "Textbook Fiction" "activity"
"7373" "wash up" "Spoken BNC 2014" "activity"
"7374" "waste" "Textbook Conversation" "unclear_other"
"7375" "waste" "Textbook Conversation" "unclear_other"
"7376" "waste" "Spoken BNC 2014" "unclear_other"
"7377" "waste" "Textbook Conversation" "unclear_other"
"7378" "waste" "Youth Fiction Sampled" "unclear_other"
"7379" "watch" "Youth Fiction Sampled" "activity"
"7380" "watch" "Textbook Fiction" "activity"
"7381" "watch" "Youth Fiction Sampled" "activity"
"7382" "watch" "Textbook Conversation" "activity"
"7383" "watch" "Textbook Conversation" "activity"
"7384" "watch" "Textbook Conversation" "activity"
"7385" "watch" "Youth Fiction Sampled" "activity"
"7386" "watch" "Textbook Fiction" "activity"
"7387" "watch" "Textbook Conversation" "activity"
"7388" "watch" "Spoken BNC 2014" "activity"
"7389" "watch" "Spoken BNC 2014" "activity"
"7390" "watch" "Textbook Fiction" "activity"
"7391" "watch" "Spoken BNC 2014" "activity"
"7392" "watch" "Textbook Fiction" "activity"
"7393" "watch" "Spoken BNC 2014" "activity"
"7394" "watch" "Youth Fiction Sampled" "activity"
"7395" "watch" "Textbook Conversation" "activity"
"7396" "watch" "Textbook Conversation" "activity"
"7397" "watch" "Youth Fiction Sampled" "activity"
"7398" "watch" "Textbook Conversation" "activity"
"7399" "watch" "Textbook Conversation" "activity"
"7400" "watch" "Youth Fiction Sampled" "activity"
"7401" "watch" "Youth Fiction Sampled" "activity"
"7402" "watch" "Textbook Conversation" "activity"
"7403" "watch" "Spoken BNC 2014" "activity"
"7404" "watch" "Textbook Fiction" "activity"
"7405" "watch" "Spoken BNC 2014" "activity"
"7406" "watch" "Textbook Conversation" "activity"
"7407" "watch" "Youth Fiction Sampled" "activity"
"7408" "watch" "Spoken BNC 2014" "activity"
"7409" "watch" "Textbook Fiction" "activity"
"7410" "watch" "Textbook Fiction" "activity"
"7411" "watch" "Textbook Fiction" "activity"
"7412" "watch" "Youth Fiction Sampled" "activity"
"7413" "watch" "Textbook Conversation" "activity"
"7414" "watch" "Youth Fiction Sampled" "activity"
"7415" "watch" "Spoken BNC 2014" "activity"
"7416" "watch" "Textbook Conversation" "activity"
"7417" "watch" "Spoken BNC 2014" "activity"
"7418" "watch" "Textbook Conversation" "activity"
"7419" "watch" "Textbook Conversation" "activity"
"7420" "watch" "Textbook Conversation" "activity"
"7421" "watch" "Youth Fiction Sampled" "activity"
"7422" "watch" "Textbook Conversation" "activity"
"7423" "watch" "Textbook Conversation" "activity"
"7424" "watch" "Textbook Fiction" "activity"
"7425" "watch" "Spoken BNC 2014" "activity"
"7426" "watch" "Textbook Conversation" "activity"
"7427" "watch" "Spoken BNC 2014" "activity"
"7428" "watch" "Textbook Conversation" "activity"
"7429" "watch" "Textbook Conversation" "activity"
"7430" "watch" "Spoken BNC 2014" "activity"
"7431" "watch" "Youth Fiction Sampled" "activity"
"7432" "watch" "Textbook Conversation" "activity"
"7433" "watch" "Textbook Fiction" "activity"
"7434" "watch" "Textbook Conversation" "activity"
"7435" "watch" "Textbook Fiction" "activity"
"7436" "watch" "Spoken BNC 2014" "activity"
"7437" "watch" "Textbook Conversation" "activity"
"7438" "watch" "Textbook Conversation" "activity"
"7439" "watch" "Youth Fiction Sampled" "activity"
"7440" "watch" "Textbook Fiction" "activity"
"7441" "watch" "Textbook Fiction" "activity"
"7442" "watch" "Textbook Conversation" "activity"
"7443" "watch" "Spoken BNC 2014" "activity"
"7444" "watch" "Textbook Conversation" "activity"
"7445" "watch" "Spoken BNC 2014" "activity"
"7446" "watch" "Spoken BNC 2014" "activity"
"7447" "watch" "Spoken BNC 2014" "activity"
"7448" "watch" "Textbook Conversation" "activity"
"7449" "watch" "Textbook Conversation" "activity"
"7450" "watch" "Spoken BNC 2014" "activity"
"7451" "watch" "Textbook Conversation" "activity"
"7452" "watch" "Textbook Conversation" "activity"
"7453" "watch" "Youth Fiction Sampled" "activity"
"7454" "watch" "Textbook Conversation" "activity"
"7455" "watch" "Spoken BNC 2014" "activity"
"7456" "watch" "Spoken BNC 2014" "activity"
"7457" "water" "Spoken BNC 2014" "activity"
"7458" "wave" "Textbook Fiction" "activity"
"7459" "wave" "Textbook Fiction" "activity"
"7460" "wave" "Textbook Fiction" "activity"
"7461" "wave" "Youth Fiction Sampled" "activity"
"7462" "wave" "Textbook Fiction" "activity"
"7463" "wave goodbye" "Textbook Fiction" "activity"
"7464" "weaken" "Youth Fiction Sampled" "occurrence"
"7465" "wear" "Textbook Conversation" "activity"
"7466" "wear" "Textbook Conversation" "activity"
"7467" "wear" "Textbook Conversation" "activity"
"7468" "wear" "Textbook Fiction" "activity"
"7469" "wear" "Spoken BNC 2014" "activity"
"7470" "wear" "Spoken BNC 2014" "activity"
"7471" "wear" "Textbook Conversation" "activity"
"7472" "wear" "Textbook Conversation" "activity"
"7473" "wear" "Textbook Conversation" "activity"
"7474" "wear" "Textbook Fiction" "activity"
"7475" "wear" "Textbook Fiction" "activity"
"7476" "wear" "Textbook Conversation" "activity"
"7477" "wear" "Textbook Fiction" "activity"
"7478" "wear" "Textbook Fiction" "activity"
"7479" "wear" "Textbook Fiction" "activity"
"7480" "wear" "Textbook Conversation" "activity"
"7481" "wear" "Youth Fiction Sampled" "activity"
"7482" "wear" "Textbook Conversation" "activity"
"7483" "wear" "Textbook Conversation" "activity"
"7484" "wear" "Textbook Fiction" "activity"
"7485" "wear" "Textbook Conversation" "activity"
"7486" "wear" "Textbook Conversation" "activity"
"7487" "wear" "Textbook Conversation" "activity"
"7488" "wear" "Textbook Fiction" "activity"
"7489" "wear" "Youth Fiction Sampled" "activity"
"7490" "wear" "Textbook Conversation" "activity"
"7491" "wear" "Textbook Conversation" "activity"
"7492" "wear" "Textbook Conversation" "activity"
"7493" "wear" "Textbook Fiction" "activity"
"7494" "wear" "Textbook Fiction" "activity"
"7495" "wear" "Textbook Conversation" "activity"
"7496" "wear" "Textbook Fiction" "activity"
"7497" "wear" "Textbook Conversation" "activity"
"7498" "wear" "Spoken BNC 2014" "activity"
"7499" "wear" "Textbook Conversation" "activity"
"7500" "wear" "Textbook Fiction" "activity"
"7501" "wear" "Spoken BNC 2014" "activity"
"7502" "wear" "Textbook Conversation" "activity"
"7503" "wear" "Textbook Conversation" "activity"
"7504" "wear" "Textbook Conversation" "activity"
"7505" "wear" "Textbook Conversation" "activity"
"7506" "wear" "Textbook Conversation" "activity"
"7507" "wear" "Textbook Conversation" "activity"
"7508" "wear" "Textbook Conversation" "activity"
"7509" "wear" "Youth Fiction Sampled" "activity"
"7510" "wear" "Youth Fiction Sampled" "activity"
"7511" "wear" "Spoken BNC 2014" "activity"
"7512" "wear" "Textbook Conversation" "activity"
"7513" "wear" "Textbook Fiction" "activity"
"7514" "wear" "Spoken BNC 2014" "activity"
"7515" "wear" "Textbook Conversation" "activity"
"7516" "wear" "Textbook Fiction" "activity"
"7517" "wear" "Textbook Conversation" "activity"
"7518" "wear" "Textbook Conversation" "activity"
"7519" "wear" "Textbook Conversation" "activity"
"7520" "wear" "Textbook Conversation" "activity"
"7521" "wear" "Youth Fiction Sampled" "activity"
"7522" "wear" "Textbook Conversation" "activity"
"7523" "wear" "Textbook Conversation" "activity"
"7524" "wear" "Textbook Conversation" "activity"
"7525" "wear" "Textbook Fiction" "activity"
"7526" "wear" "Textbook Conversation" "activity"
"7527" "wear" "Textbook Fiction" "activity"
"7528" "wear" "Textbook Fiction" "activity"
"7529" "wear" "Textbook Conversation" "activity"
"7530" "wear" "Youth Fiction Sampled" "activity"
"7531" "wear" "Textbook Fiction" "activity"
"7532" "wear" "Textbook Conversation" "activity"
"7533" "wear" "Textbook Fiction" "activity"
"7534" "wear" "Textbook Fiction" "activity"
"7535" "wear" "Textbook Fiction" "activity"
"7536" "wear" "Textbook Conversation" "activity"
"7537" "wear" "Textbook Conversation" "activity"
"7538" "wear" "Spoken BNC 2014" "activity"
"7539" "wear" "Spoken BNC 2014" "activity"
"7540" "wear" "Textbook Conversation" "activity"
"7541" "wear" "Textbook Conversation" "activity"
