words,obs.freq.1,obs.freq.2,exp.freq.1,exp.freq.2,pref.occur,delta.p.constr1.cues.word,delta.p.word.cues.constr1,coll.strength
park,0,5,0.21,4.79,X.TxBSpoken_non_prog.,0,-0.04,0.43
participate,2,11,0.55,12.45,X.TxB_prog_count.,0,0.11,2.43
party,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
pass,5,55,2.55,57.45,X.TxB_prog_count.,0,0.04,1.94
pay,5,75,3.4,76.6,X.TxB_prog_count.,0,0.02,0.69
pedal,1,2,0.13,2.87,X.TxB_prog_count.,0,0.29,2.67
perform,3,17,0.85,19.15,X.TxB_prog_count.,0,0.11,3.52
phone,2,50,2.21,49.79,X.TxBSpoken_non_prog.,0,0,0.02
pick,4,46,2.13,47.87,X.TxB_prog_count.,0,0.04,1.39
pinch,2,0,0.09,1.91,X.TxB_prog_count.,0,0.96,12.63
piss,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
pitch,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
place,1,6,0.3,6.7,X.TxB_prog_count.,0,0.1,1.1
plan,17,26,1.83,41.17,X.TxB_prog_count.,0.01,0.35,52.02
plant,0,5,0.21,4.79,X.TxBSpoken_non_prog.,0,-0.04,0.43
play,56,353,17.38,391.62,X.TxB_prog_count.,0.02,0.1,58.38
point,0,11,0.47,10.53,X.TxBSpoken_non_prog.,0,-0.04,0.96
pollute,1,2,0.13,2.87,X.TxB_prog_count.,0,0.29,2.67
pop,2,2,0.17,3.83,X.TxB_prog_count.,0,0.46,7.26
pose,1,2,0.13,2.87,X.TxB_prog_count.,0,0.29,2.67
post,2,16,0.77,17.23,X.TxB_prog_count.,0,0.07,1.47
pour,1,6,0.3,6.7,X.TxB_prog_count.,0,0.1,1.1
practice,3,9,0.51,11.49,X.TxB_prog_count.,0,0.21,6.24
practise,3,35,1.62,36.38,X.TxB_prog_count.,0,0.04,1
pray,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
prepare,8,9,0.72,16.28,X.TxB_prog_count.,0,0.43,27.83
present,0,9,0.38,8.62,X.TxBSpoken_non_prog.,0,-0.04,0.78
press,0,8,0.34,7.66,X.TxBSpoken_non_prog.,0,-0.04,0.69
pretend,1,5,0.26,5.74,X.TxB_prog_count.,0,0.12,1.34
print,1,3,0.17,3.83,X.TxB_prog_count.,0,0.21,2.08
produce,0,18,0.77,17.23,X.TxBSpoken_non_prog.,0,-0.04,1.56
promote,0,4,0.17,3.83,X.TxBSpoken_non_prog.,0,-0.04,0.35
protest,1,3,0.17,3.83,X.TxB_prog_count.,0,0.21,2.08
pull,3,30,1.4,31.6,X.TxB_prog_count.,0,0.05,1.45
pump,1,4,0.21,4.79,X.TxB_prog_count.,0,0.16,1.66
purse,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
push,3,31,1.45,32.55,X.TxB_prog_count.,0,0.05,1.35
put,8,232,10.2,229.8,X.TxBSpoken_non_prog.,0,-0.01,0.54
question,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
rain,12,9,0.89,20.11,X.TxB_prog_count.,0,0.53,47.95
react,1,4,0.21,4.79,X.TxB_prog_count.,0,0.16,1.66
read,18,127,6.16,138.84,X.TxB_prog_count.,0.01,0.08,16.01
realise,1,30,1.32,29.68,X.TxBSpoken_non_prog.,0,-0.01,0.09
receive,2,30,1.36,30.64,X.TxB_prog_count.,0,0.02,0.28
record,1,11,0.51,11.49,X.TxB_prog_count.,0,0.04,0.39
recover,2,1,0.13,2.87,X.TxB_prog_count.,0,0.62,8.9
recycle,0,13,0.55,12.45,X.TxBSpoken_non_prog.,0,-0.04,1.13
refer,1,3,0.17,3.83,X.TxB_prog_count.,0,0.21,2.08
reflect,0,11,0.47,10.53,X.TxBSpoken_non_prog.,0,-0.04,0.96
refuse,1,17,0.77,17.23,X.TxB_prog_count.,0,0.01,0.07
rehearse,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
relax,1,16,0.72,16.28,X.TxB_prog_count.,0,0.02,0.1
release,0,4,0.17,3.83,X.TxBSpoken_non_prog.,0,-0.04,0.35
rely,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
remember,1,206,8.8,198.2,X.TxBSpoken_non_prog.,0,-0.04,11.58
renovate,1,3,0.17,3.83,X.TxB_prog_count.,0,0.21,2.08
rent,0,5,0.21,4.79,X.TxBSpoken_non_prog.,0,-0.04,0.43
reopen,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
repair,1,7,0.34,7.66,X.TxB_prog_count.,0,0.08,0.9
