"Lemma"	"Corpus"
"1209"	"work on"	"Youth Fiction Sampled"
"1210"	"dig"	"Youth Fiction Sampled"
"1211"	"hold"	"Youth Fiction Sampled"
"1212"	"shout"	"Youth Fiction Sampled"
"1213"	"try"	"Youth Fiction Sampled"
"1214"	"follow"	"Youth Fiction Sampled"
"1215"	"talk"	"Youth Fiction Sampled"
"1216"	"take"	"Youth Fiction Sampled"
"1217"	"well up"	"Youth Fiction Sampled"
"1218"	"give in"	"Youth Fiction Sampled"
"1219"	"stare at"	"Youth Fiction Sampled"
"1220"	"rise"	"Youth Fiction Sampled"
"1221"	"run"	"Youth Fiction Sampled"
"1222"	"push"	"Youth Fiction Sampled"
"1223"	"grow"	"Youth Fiction Sampled"
"1224"	"say"	"Youth Fiction Sampled"
"1225"	"make"	"Youth Fiction Sampled"
"1226"	"wear"	"Youth Fiction Sampled"
"1227"	"make"	"Youth Fiction Sampled"
"1228"	"happen"	"Youth Fiction Sampled"
"1229"	"save"	"Youth Fiction Sampled"
"1230"	"try"	"Youth Fiction Sampled"
"1231"	"think"	"Youth Fiction Sampled"
"1232"	"speak"	"Youth Fiction Sampled"
"1233"	"plan"	"Youth Fiction Sampled"
"1234"	"grin"	"Youth Fiction Sampled"
"1235"	"change"	"Youth Fiction Sampled"
"1236"	"run out"	"Youth Fiction Sampled"
"1237"	"steal"	"Youth Fiction Sampled"
"1238"	"go"	"Youth Fiction Sampled"
"1239"	"get"	"Youth Fiction Sampled"
"1240"	"scramble"	"Youth Fiction Sampled"
"1241"	"roam about"	"Youth Fiction Sampled"
"1242"	"mislead"	"Youth Fiction Sampled"
"1243"	"roll around"	"Youth Fiction Sampled"
"1244"	"beg"	"Youth Fiction Sampled"
"1245"	"go for"	"Youth Fiction Sampled"
"1246"	"starve"	"Youth Fiction Sampled"
"1247"	"ask"	"Youth Fiction Sampled"
"1248"	"live"	"Youth Fiction Sampled"
"1249"	"leave"	"Youth Fiction Sampled"
"1250"	"go"	"Youth Fiction Sampled"
"1251"	"look at"	"Youth Fiction Sampled"
"1252"	"go away"	"Youth Fiction Sampled"
"1253"	"talk about"	"Youth Fiction Sampled"
"1254"	"look at"	"Youth Fiction Sampled"
"1255"	"go"	"Youth Fiction Sampled"
"1256"	"make"	"Youth Fiction Sampled"
"1257"	"say"	"Youth Fiction Sampled"
"1258"	"bother"	"Youth Fiction Sampled"
"1259"	"work"	"Youth Fiction Sampled"
"1260"	"stand"	"Youth Fiction Sampled"
"1261"	"come"	"Youth Fiction Sampled"
"1262"	"act out"	"Youth Fiction Sampled"
"1263"	"stand"	"Youth Fiction Sampled"
"1264"	"lie"	"Youth Fiction Sampled"
"1265"	"suck"	"Youth Fiction Sampled"
"1266"	"work"	"Youth Fiction Sampled"
"1267"	"look"	"Youth Fiction Sampled"
"1268"	"behave"	"Youth Fiction Sampled"
"1269"	"grin"	"Youth Fiction Sampled"
"1270"	"say"	"Youth Fiction Sampled"
"1271"	"dance"	"Youth Fiction Sampled"
"1272"	"cause"	"Youth Fiction Sampled"
"1273"	"dig"	"Youth Fiction Sampled"
"1274"	"do"	"Youth Fiction Sampled"
"1275"	"work"	"Youth Fiction Sampled"
"1276"	"amuse"	"Youth Fiction Sampled"
"1277"	"beat up"	"Youth Fiction Sampled"
"1278"	"roll over"	"Youth Fiction Sampled"
"1279"	"happen"	"Youth Fiction Sampled"
"1280"	"dig in"	"Youth Fiction Sampled"
"1281"	"sit"	"Youth Fiction Sampled"
"1282"	"come"	"Youth Fiction Sampled"
"1283"	"keep alive"	"Youth Fiction Sampled"
"1284"	"think about"	"Youth Fiction Sampled"
"1285"	"keep"	"Youth Fiction Sampled"
"1286"	"burst with"	"Youth Fiction Sampled"
"1287"	"think of"	"Youth Fiction Sampled"
"1288"	"run out"	"Youth Fiction Sampled"
"1289"	"dash"	"Youth Fiction Sampled"
"1290"	"sit"	"Youth Fiction Sampled"
"1291"	"kneel"	"Youth Fiction Sampled"
"1292"	"sleep"	"Youth Fiction Sampled"
"1293"	"stand"	"Youth Fiction Sampled"
"1294"	"call"	"Youth Fiction Sampled"
"1295"	"prowl"	"Youth Fiction Sampled"
"1296"	"say"	"Youth Fiction Sampled"
"1297"	"fight"	"Youth Fiction Sampled"
"1298"	"waste"	"Youth Fiction Sampled"
"1299"	"drive"	"Youth Fiction Sampled"
"1300"	"head"	"Youth Fiction Sampled"
"1301"	"think"	"Youth Fiction Sampled"
"1302"	"go"	"Youth Fiction Sampled"
"1303"	"lose"	"Youth Fiction Sampled"
"1304"	"prove"	"Youth Fiction Sampled"
"1305"	"accord"	"Youth Fiction Sampled"
"1306"	"do"	"Youth Fiction Sampled"
"1307"	"hold"	"Youth Fiction Sampled"
"1308"	"hope"	"Youth Fiction Sampled"
"1309"	"say"	"Youth Fiction Sampled"
"1310"	"come out"	"Youth Fiction Sampled"
"1311"	"arrive"	"Youth Fiction Sampled"
"1312"	"say"	"Youth Fiction Sampled"
"1313"	"get used"	"Youth Fiction Sampled"
"1314"	"joke"	"Youth Fiction Sampled"
"1315"	"go on"	"Youth Fiction Sampled"
"1316"	"gather"	"Youth Fiction Sampled"
"1317"	"keep pace"	"Youth Fiction Sampled"
"1318"	"hold"	"Youth Fiction Sampled"
"1319"	"depend on"	"Youth Fiction Sampled"
"1320"	"come"	"Youth Fiction Sampled"
"1321"	"see"	"Youth Fiction Sampled"
"1322"	"plan"	"Youth Fiction Sampled"
"1323"	"stand"	"Youth Fiction Sampled"
"1324"	"hammer"	"Youth Fiction Sampled"
"1325"	"languish"	"Youth Fiction Sampled"
"1326"	"long"	"Youth Fiction Sampled"
"1327"	"go"	"Youth Fiction Sampled"
"1328"	"lie"	"Youth Fiction Sampled"
"1329"	"wait"	"Youth Fiction Sampled"
"1330"	"look around"	"Youth Fiction Sampled"
"1331"	"practice"	"Youth Fiction Sampled"
"1332"	"build"	"Youth Fiction Sampled"
"1333"	"smoke"	"Youth Fiction Sampled"
"1334"	"entertain"	"Youth Fiction Sampled"
"1335"	"lick"	"Youth Fiction Sampled"
"1336"	"travel"	"Youth Fiction Sampled"
"1337"	"begin"	"Youth Fiction Sampled"
"1338"	"happen"	"Youth Fiction Sampled"
"1339"	"show"	"Youth Fiction Sampled"
"1340"	"insist"	"Youth Fiction Sampled"
"1341"	"grow"	"Youth Fiction Sampled"
"1342"	"snigger"	"Youth Fiction Sampled"
"1343"	"push"	"Youth Fiction Sampled"
"1344"	"talk about"	"Youth Fiction Sampled"
"1345"	"hang"	"Youth Fiction Sampled"
"1346"	"build"	"Youth Fiction Sampled"
"1347"	"hold"	"Youth Fiction Sampled"
"1348"	"recall"	"Youth Fiction Sampled"
"1349"	"watch"	"Youth Fiction Sampled"
"1350"	"go"	"Youth Fiction Sampled"
"1351"	"think of"	"Youth Fiction Sampled"
"1352"	"turn into"	"Youth Fiction Sampled"
"1353"	"stand"	"Youth Fiction Sampled"
"1354"	"gorge on"	"Youth Fiction Sampled"
"1355"	"attack"	"Youth Fiction Sampled"
"1356"	"face"	"Youth Fiction Sampled"
"1357"	"do"	"Youth Fiction Sampled"
"1358"	"run down"	"Youth Fiction Sampled"
"1359"	"choke up"	"Youth Fiction Sampled"
"1360"	"kill"	"Youth Fiction Sampled"
"1361"	"talk about"	"Youth Fiction Sampled"
"1362"	"go in"	"Youth Fiction Sampled"
"1363"	"go"	"Youth Fiction Sampled"
"1364"	"leap"	"Youth Fiction Sampled"
"1365"	"try"	"Youth Fiction Sampled"
"1366"	"go on"	"Youth Fiction Sampled"
"1367"	"practice"	"Youth Fiction Sampled"
"1368"	"near"	"Youth Fiction Sampled"
"1369"	"interview"	"Youth Fiction Sampled"
"1370"	"die"	"Youth Fiction Sampled"
"1371"	"run"	"Youth Fiction Sampled"
"1372"	"do"	"Youth Fiction Sampled"
"1373"	"pulse"	"Youth Fiction Sampled"
"1374"	"grow"	"Youth Fiction Sampled"
"1375"	"go on"	"Youth Fiction Sampled"
"1376"	"whip off"	"Youth Fiction Sampled"
"1377"	"say"	"Youth Fiction Sampled"
"1378"	"go on"	"Youth Fiction Sampled"
"1379"	"share"	"Youth Fiction Sampled"
"1380"	"try"	"Youth Fiction Sampled"
"1381"	"come"	"Youth Fiction Sampled"
"1382"	"pretend"	"Youth Fiction Sampled"
"1383"	"grasp"	"Youth Fiction Sampled"
"1384"	"roll"	"Youth Fiction Sampled"
"1385"	"go"	"Youth Fiction Sampled"
"1386"	"hope"	"Youth Fiction Sampled"
"1387"	"worry"	"Youth Fiction Sampled"
"1388"	"break through"	"Youth Fiction Sampled"
"1389"	"paint"	"Youth Fiction Sampled"
"1390"	"work"	"Youth Fiction Sampled"
"1391"	"watch"	"Youth Fiction Sampled"
"1392"	"wait"	"Youth Fiction Sampled"
"1393"	"think"	"Youth Fiction Sampled"
"1394"	"go on"	"Youth Fiction Sampled"
"1395"	"stare"	"Youth Fiction Sampled"
"1396"	"joke"	"Youth Fiction Sampled"
"1397"	"refer"	"Youth Fiction Sampled"
"1398"	"lie"	"Youth Fiction Sampled"
"1399"	"make"	"Youth Fiction Sampled"
"1400"	"take"	"Youth Fiction Sampled"
"1401"	"beat"	"Youth Fiction Sampled"
"1402"	"wear"	"Youth Fiction Sampled"
"1403"	"come"	"Youth Fiction Sampled"
"1404"	"become"	"Youth Fiction Sampled"
"1405"	"cause"	"Youth Fiction Sampled"
"1406"	"hunt"	"Youth Fiction Sampled"
"1407"	"entertain"	"Youth Fiction Sampled"
"1408"	"tell"	"Youth Fiction Sampled"
"1409"	"begin"	"Youth Fiction Sampled"
"1410"	"have"	"Youth Fiction Sampled"
"1411"	"go on"	"Youth Fiction Sampled"
"1412"	"weep"	"Youth Fiction Sampled"
"1413"	"knit"	"Youth Fiction Sampled"
"1414"	"put"	"Youth Fiction Sampled"
"1415"	"rub in"	"Youth Fiction Sampled"
"1416"	"sell"	"Youth Fiction Sampled"
"1417"	"stalk up"	"Youth Fiction Sampled"
"1418"	"give"	"Youth Fiction Sampled"
"1419"	"laugh"	"Youth Fiction Sampled"
"1420"	"head"	"Youth Fiction Sampled"
"1421"	"look for"	"Youth Fiction Sampled"
"1422"	"work"	"Youth Fiction Sampled"
"1423"	"read"	"Youth Fiction Sampled"
"1424"	"complain"	"Youth Fiction Sampled"
"1425"	"move"	"Youth Fiction Sampled"
"1426"	"stand"	"Youth Fiction Sampled"
"1427"	"deal"	"Youth Fiction Sampled"
"1428"	"work out"	"Youth Fiction Sampled"
"1429"	"crawl"	"Youth Fiction Sampled"
"1430"	"stand"	"Youth Fiction Sampled"
"1431"	"shrink"	"Youth Fiction Sampled"
"1432"	"carry"	"Youth Fiction Sampled"
"1433"	"search"	"Youth Fiction Sampled"
"1434"	"happen"	"Youth Fiction Sampled"
"1435"	"wear"	"Youth Fiction Sampled"
"1436"	"send"	"Youth Fiction Sampled"
"1437"	"go on"	"Youth Fiction Sampled"
"1438"	"go"	"Youth Fiction Sampled"
"1439"	"act"	"Youth Fiction Sampled"
"1440"	"hear"	"Youth Fiction Sampled"
"1441"	"cause"	"Youth Fiction Sampled"
"1442"	"hold"	"Youth Fiction Sampled"
"1443"	"stream"	"Youth Fiction Sampled"
"1444"	"track"	"Youth Fiction Sampled"
"1445"	"look"	"Youth Fiction Sampled"
"1446"	"get"	"Youth Fiction Sampled"
"1447"	"hold"	"Youth Fiction Sampled"
"1448"	"pull"	"Youth Fiction Sampled"
"1449"	"stare"	"Youth Fiction Sampled"
"1450"	"snip"	"Youth Fiction Sampled"
"1451"	"work"	"Youth Fiction Sampled"
"1452"	"settle down"	"Youth Fiction Sampled"
"1453"	"reach up"	"Youth Fiction Sampled"
"1454"	"wave"	"Youth Fiction Sampled"
"1455"	"run"	"Youth Fiction Sampled"
"1456"	"sleep"	"Youth Fiction Sampled"
"1457"	"growl"	"Youth Fiction Sampled"
"1458"	"come"	"Youth Fiction Sampled"
"1459"	"hold"	"Youth Fiction Sampled"
"1460"	"wait"	"Youth Fiction Sampled"
"1461"	"fight"	"Youth Fiction Sampled"
"1462"	"do"	"Youth Fiction Sampled"
"1463"	"lean"	"Youth Fiction Sampled"
"1464"	"dig"	"Youth Fiction Sampled"
"1465"	"whistle"	"Youth Fiction Sampled"
"1466"	"see to"	"Youth Fiction Sampled"
"1467"	"talk"	"Youth Fiction Sampled"
"1468"	"look"	"Youth Fiction Sampled"
"1469"	"exist"	"Youth Fiction Sampled"
"1470"	"read"	"Youth Fiction Sampled"
"1471"	"be"	"Youth Fiction Sampled"
"1472"	"happen"	"Youth Fiction Sampled"
"1473"	"think"	"Youth Fiction Sampled"
"1474"	"carry"	"Youth Fiction Sampled"
"1475"	"joke"	"Youth Fiction Sampled"
"1476"	"listen"	"Youth Fiction Sampled"
"1477"	"do"	"Youth Fiction Sampled"
"1478"	"go on"	"Youth Fiction Sampled"
"1479"	"go"	"Youth Fiction Sampled"
"1480"	"go"	"Youth Fiction Sampled"
"1481"	"exaggerate"	"Youth Fiction Sampled"
"1482"	"live"	"Youth Fiction Sampled"
"1483"	"stay"	"Youth Fiction Sampled"
"1484"	"dip"	"Youth Fiction Sampled"
"1485"	"hope"	"Youth Fiction Sampled"
"1486"	"start"	"Youth Fiction Sampled"
"1487"	"tell"	"Youth Fiction Sampled"
"1488"	"look"	"Youth Fiction Sampled"
"1489"	"go on"	"Youth Fiction Sampled"
"1490"	"grow up"	"Youth Fiction Sampled"
"1491"	"do"	"Youth Fiction Sampled"
"1492"	"go"	"Youth Fiction Sampled"
"1493"	"slap"	"Youth Fiction Sampled"
"1494"	"think"	"Youth Fiction Sampled"
"1495"	"appreciate"	"Youth Fiction Sampled"
"1496"	"hold"	"Youth Fiction Sampled"
"1497"	"go"	"Youth Fiction Sampled"
"1498"	"want"	"Youth Fiction Sampled"
"1499"	"move"	"Youth Fiction Sampled"
"1500"	"flow"	"Youth Fiction Sampled"
"1501"	"feed"	"Youth Fiction Sampled"
"1502"	"mutter"	"Youth Fiction Sampled"
"1503"	"think"	"Youth Fiction Sampled"
"1504"	"sniff"	"Youth Fiction Sampled"
"1505"	"learn"	"Youth Fiction Sampled"
"1506"	"lie"	"Youth Fiction Sampled"
"1507"	"ring"	"Youth Fiction Sampled"
"1508"	"swing"	"Youth Fiction Sampled"
"1509"	"call"	"Youth Fiction Sampled"
"1510"	"beat"	"Youth Fiction Sampled"
"1511"	"be"	"Youth Fiction Sampled"
"1512"	"shake"	"Youth Fiction Sampled"
"1513"	"go on"	"Youth Fiction Sampled"
"1514"	"get"	"Youth Fiction Sampled"
"1515"	"go"	"Youth Fiction Sampled"
"1516"	"hide"	"Youth Fiction Sampled"
"1517"	"ring"	"Youth Fiction Sampled"
"1518"	"discuss"	"Textbook Fiction"
"1519"	"sit"	"Textbook Fiction"
"1520"	"read"	"Textbook Fiction"
"1521"	"run"	"Textbook Fiction"
"1522"	"wear"	"Textbook Fiction"
"1523"	"wear"	"Textbook Fiction"
"1524"	"become"	"Textbook Fiction"
"1525"	"smuggle"	"Textbook Fiction"
"1526"	"wait"	"Textbook Fiction"
"1527"	"go"	"Textbook Fiction"
"1528"	"squeeze"	"Textbook Fiction"
"1529"	"squeeze"	"Textbook Fiction"
"1530"	"try"	"Textbook Fiction"
"1531"	"talk"	"Textbook Fiction"
"1532"	"do"	"Textbook Fiction"
"1533"	"look for"	"Textbook Fiction"
"1534"	"make"	"Textbook Fiction"
"1535"	"have"	"Textbook Fiction"
"1536"	"wait"	"Textbook Fiction"
"1537"	"sing"	"Textbook Fiction"
"1538"	"have"	"Textbook Fiction"
"1539"	"play"	"Textbook Fiction"
"1540"	"jump"	"Textbook Fiction"
"1541"	"shout"	"Textbook Fiction"
"1542"	"laugh"	"Textbook Fiction"
"1543"	"happen"	"Textbook Fiction"
"1544"	"dance"	"Textbook Fiction"
"1545"	"sing"	"Textbook Fiction"
"1546"	"have"	"Textbook Fiction"
"1547"	"do"	"Textbook Fiction"
"1548"	"come"	"Textbook Fiction"
"1549"	"laugh"	"Textbook Fiction"
"1550"	"do"	"Textbook Fiction"
"1551"	"wear"	"Textbook Fiction"
"1552"	"collect"	"Textbook Fiction"
"1553"	"talk"	"Textbook Fiction"
"1554"	"look"	"Textbook Fiction"
"1555"	"surf"	"Textbook Fiction"
"1556"	"ring"	"Textbook Fiction"
"1557"	"read"	"Textbook Fiction"
"1558"	"crash"	"Textbook Fiction"
"1559"	"sink"	"Textbook Fiction"
"1560"	"come"	"Textbook Fiction"
"1561"	"say"	"Textbook Fiction"
"1562"	"make"	"Textbook Fiction"
"1563"	"swim"	"Textbook Fiction"
"1564"	"have"	"Textbook Fiction"
"1565"	"cook"	"Textbook Fiction"
"1566"	"call"	"Textbook Fiction"
"1567"	"make"	"Textbook Fiction"
"1568"	"play"	"Textbook Fiction"
"1569"	"think"	"Textbook Fiction"
"1570"	"tell"	"Textbook Fiction"
"1571"	"visit"	"Textbook Fiction"
"1572"	"talk"	"Textbook Fiction"
"1573"	"play"	"Textbook Fiction"
"1574"	"look"	"Textbook Fiction"
"1575"	"do"	"Textbook Fiction"
"1576"	"stand"	"Textbook Fiction"
"1577"	"do"	"Textbook Fiction"
"1578"	"catch"	"Textbook Fiction"
"1579"	"sit"	"Textbook Fiction"
"1580"	"laugh"	"Textbook Fiction"
"1581"	"sail"	"Textbook Fiction"
"1582"	"shake"	"Textbook Fiction"
"1583"	"shake"	"Textbook Fiction"
"1584"	"shake"	"Textbook Fiction"
"1585"	"hold"	"Textbook Fiction"
"1586"	"shout"	"Textbook Fiction"
"1587"	"sit"	"Textbook Fiction"
"1588"	"pack"	"Textbook Fiction"
"1589"	"help"	"Textbook Fiction"
"1590"	"come"	"Textbook Fiction"
"1591"	"do"	"Textbook Fiction"
"1592"	"work"	"Textbook Fiction"
"1593"	"go"	"Textbook Fiction"
"1594"	"go"	"Textbook Fiction"
"1595"	"visit"	"Textbook Fiction"
"1596"	"go"	"Textbook Fiction"
"1597"	"look"	"Textbook Fiction"
"1598"	"start"	"Textbook Fiction"
"1599"	"go"	"Textbook Fiction"
"1600"	"ruin"	"Textbook Fiction"
"1601"	"run"	"Textbook Fiction"
"1602"	"look"	"Textbook Fiction"
"1603"	"get"	"Textbook Fiction"
"1604"	"get"	"Textbook Fiction"
"1605"	"sit"	"Textbook Fiction"
"1606"	"drink"	"Textbook Fiction"
"1607"	"eat"	"Textbook Fiction"
"1608"	"talk"	"Textbook Fiction"
"1609"	"do"	"Textbook Fiction"
"1610"	"go"	"Textbook Fiction"
"1611"	"come back"	"Textbook Fiction"
"1612"	"think"	"Textbook Fiction"
"1613"	"think"	"Textbook Fiction"
"1614"	"clear out"	"Textbook Fiction"
"1615"	"ring"	"Textbook Fiction"
"1616"	"help"	"Textbook Fiction"
"1617"	"help"	"Textbook Fiction"
"1618"	"stand"	"Textbook Fiction"
"1619"	"help"	"Textbook Fiction"
"1620"	"sell"	"Textbook Fiction"
"1621"	"walk"	"Textbook Fiction"
"1622"	"look"	"Textbook Fiction"
"1623"	"check"	"Textbook Fiction"
"1624"	"bark"	"Textbook Fiction"
"1625"	"look"	"Textbook Fiction"
"1626"	"run"	"Textbook Fiction"
"1627"	"get"	"Textbook Fiction"
"1628"	"go back"	"Textbook Fiction"
"1629"	"get"	"Textbook Fiction"
"1630"	"write"	"Textbook Fiction"
"1631"	"talk"	"Textbook Fiction"
"1632"	"laugh"	"Textbook Fiction"
"1633"	"whisper"	"Textbook Fiction"
"1634"	"smile"	"Textbook Fiction"
"1635"	"sit"	"Textbook Fiction"
"1636"	"happen"	"Textbook Fiction"
"1637"	"say"	"Textbook Fiction"
"1638"	"look"	"Textbook Fiction"
"1639"	"feel"	"Textbook Fiction"
"1640"	"go"	"Textbook Fiction"
"1641"	"wear"	"Textbook Fiction"
"1642"	"run out"	"Textbook Fiction"
"1643"	"try"	"Textbook Fiction"
"1644"	"change"	"Textbook Fiction"
"1645"	"begin"	"Textbook Fiction"
"1646"	"run"	"Textbook Fiction"
"1647"	"run"	"Textbook Fiction"
"1648"	"listen"	"Textbook Fiction"
"1649"	"shake"	"Textbook Fiction"
"1650"	"play"	"Textbook Fiction"
"1651"	"fall down"	"Textbook Fiction"
"1652"	"eat"	"Textbook Fiction"
"1653"	"come"	"Textbook Fiction"
"1654"	"stay"	"Textbook Fiction"
"1655"	"shine"	"Textbook Fiction"
"1656"	"start"	"Textbook Fiction"
"1657"	"watch"	"Textbook Fiction"
"1658"	"play"	"Textbook Fiction"
"1659"	"wear"	"Textbook Fiction"
"1660"	"dance"	"Textbook Fiction"
"1661"	"have"	"Textbook Fiction"
"1662"	"get"	"Textbook Fiction"
"1663"	"cycle"	"Textbook Fiction"
"1664"	"wear"	"Textbook Fiction"
"1665"	"ride"	"Textbook Fiction"
"1666"	"look"	"Textbook Fiction"
"1667"	"blow"	"Textbook Fiction"
"1668"	"race"	"Textbook Fiction"
"1669"	"stand"	"Textbook Fiction"
"1670"	"play"	"Textbook Fiction"
"1671"	"have"	"Textbook Fiction"
"1672"	"have"	"Textbook Fiction"
"1673"	"talk"	"Textbook Fiction"
"1674"	"talk"	"Textbook Fiction"
"1675"	"talk"	"Textbook Fiction"
"1676"	"talk"	"Textbook Fiction"
"1677"	"push"	"Textbook Fiction"
"1678"	"wear"	"Textbook Fiction"
"1679"	"wear"	"Textbook Fiction"
"1680"	"go"	"Textbook Fiction"
"1681"	"think"	"Textbook Fiction"
"1682"	"go"	"Textbook Fiction"
"1683"	"travel"	"Textbook Fiction"
"1684"	"go"	"Textbook Fiction"
"1685"	"laugh"	"Textbook Fiction"
"1686"	"shout"	"Textbook Fiction"
"1687"	"stand"	"Textbook Fiction"
"1688"	"try on"	"Textbook Fiction"
"1689"	"put"	"Textbook Fiction"
"1690"	"try"	"Textbook Fiction"
"1691"	"fix"	"Textbook Fiction"
"1692"	"speak"	"Textbook Fiction"
"1693"	"celebrate"	"Textbook Fiction"
"1694"	"walk"	"Textbook Fiction"
"1695"	"hide"	"Textbook Fiction"
"1696"	"try"	"Textbook Fiction"
"1697"	"learn"	"Textbook Fiction"
"1698"	"learn"	"Textbook Fiction"
"1699"	"keep"	"Textbook Fiction"
"1700"	"sit"	"Textbook Fiction"
"1701"	"eat"	"Textbook Fiction"
"1702"	"do"	"Textbook Fiction"
"1703"	"bark"	"Textbook Fiction"
"1704"	"join"	"Textbook Fiction"
"1705"	"go back"	"Textbook Fiction"
"1706"	"go"	"Textbook Fiction"
"1707"	"look forward"	"Textbook Fiction"
"1708"	"come"	"Textbook Fiction"
"1709"	"wear"	"Textbook Fiction"
"1710"	"do"	"Textbook Fiction"
"1711"	"dance"	"Textbook Fiction"
"1712"	"do"	"Textbook Fiction"
"1713"	"go"	"Textbook Fiction"
"1714"	"move"	"Textbook Fiction"
"1715"	"go in"	"Textbook Fiction"
"1716"	"stand"	"Textbook Fiction"
"1717"	"wave"	"Textbook Fiction"
"1718"	"have"	"Textbook Fiction"
"1719"	"hang out"	"Textbook Fiction"
"1720"	"wag"	"Textbook Fiction"
"1721"	"have"	"Textbook Fiction"
"1722"	"have"	"Textbook Fiction"
"1723"	"try"	"Textbook Fiction"
"1724"	"do"	"Textbook Fiction"
"1725"	"make"	"Textbook Fiction"
"1726"	"say"	"Textbook Fiction"
"1727"	"limp"	"Textbook Fiction"
"1728"	"tell"	"Textbook Fiction"
"1729"	"sit"	"Textbook Fiction"
"1730"	"rub"	"Textbook Fiction"
"1731"	"think"	"Textbook Fiction"
"1732"	"wonder"	"Textbook Fiction"
"1733"	"talk"	"Textbook Fiction"
"1734"	"have"	"Textbook Fiction"
"1735"	"make"	"Textbook Fiction"
"1736"	"look for"	"Textbook Fiction"
"1737"	"hurt"	"Textbook Fiction"
"1738"	"start"	"Textbook Fiction"
"1739"	"cry"	"Textbook Fiction"
"1740"	"feel"	"Textbook Fiction"
"1741"	"wait"	"Textbook Fiction"
"1742"	"wait"	"Textbook Fiction"
"1743"	"come"	"Textbook Fiction"
"1744"	"sit"	"Textbook Fiction"
"1745"	"read"	"Textbook Fiction"
"1746"	"listen"	"Textbook Fiction"
"1747"	"eat"	"Textbook Fiction"
"1748"	"do"	"Textbook Fiction"
"1749"	"stay"	"Textbook Fiction"
"1750"	"talk"	"Textbook Fiction"
"1751"	"feed"	"Textbook Fiction"
"1752"	"come"	"Textbook Fiction"
"1753"	"smile"	"Textbook Fiction"
"1754"	"walk"	"Textbook Fiction"
"1755"	"melt"	"Textbook Fiction"
"1756"	"do"	"Textbook Fiction"
"1757"	"sit"	"Textbook Fiction"
"1758"	"wait"	"Textbook Fiction"
"1759"	"ride"	"Textbook Fiction"
"1760"	"run"	"Textbook Fiction"
"1761"	"say"	"Textbook Fiction"
"1762"	"eat"	"Textbook Fiction"
"1763"	"stand"	"Textbook Fiction"
"1764"	"eat"	"Textbook Fiction"
"1765"	"fix"	"Textbook Fiction"
"1766"	"look"	"Textbook Fiction"
"1767"	"wait"	"Textbook Fiction"
"1768"	"do"	"Textbook Fiction"
"1769"	"shake"	"Textbook Fiction"
"1770"	"tremble"	"Textbook Fiction"
"1771"	"go"	"Textbook Fiction"
"1772"	"stand"	"Textbook Fiction"
"1773"	"look"	"Textbook Fiction"
"1774"	"go on"	"Textbook Fiction"
"1775"	"chase"	"Textbook Fiction"
"1776"	"lie"	"Textbook Fiction"
"1777"	"sit"	"Textbook Fiction"
"1778"	"sit"	"Textbook Fiction"
"1779"	"say"	"Textbook Fiction"
"1780"	"do"	"Textbook Fiction"
"1781"	"happen"	"Textbook Fiction"
"1782"	"try"	"Textbook Fiction"
"1783"	"wait for"	"Textbook Fiction"
"1784"	"happen"	"Textbook Fiction"
"1785"	"work"	"Textbook Fiction"
"1786"	"tell"	"Textbook Fiction"
"1787"	"talk"	"Textbook Fiction"
"1788"	"look"	"Textbook Fiction"
"1789"	"happen"	"Textbook Fiction"
"1790"	"listen"	"Textbook Fiction"
"1791"	"think"	"Textbook Fiction"
"1792"	"go"	"Textbook Fiction"
"1793"	"open"	"Textbook Fiction"
"1794"	"do"	"Textbook Fiction"
"1795"	"do"	"Textbook Fiction"
"1796"	"come"	"Textbook Fiction"
"1797"	"stop"	"Textbook Fiction"
"1798"	"get"	"Textbook Fiction"
"1799"	"hold"	"Textbook Fiction"
"1800"	"kiss"	"Textbook Fiction"
"1801"	"turn"	"Textbook Fiction"
"1802"	"walk"	"Textbook Fiction"
"1803"	"arrive"	"Textbook Fiction"
"1804"	"run"	"Textbook Fiction"
"1805"	"get"	"Textbook Fiction"
"1806"	"close"	"Textbook Fiction"
"1807"	"stand"	"Textbook Fiction"
"1808"	"go"	"Textbook Fiction"
"1809"	"live"	"Textbook Fiction"
"1810"	"scream"	"Textbook Fiction"
"1811"	"fall"	"Textbook Fiction"
"1812"	"come out"	"Textbook Fiction"
"1813"	"happen"	"Textbook Fiction"
"1814"	"read"	"Textbook Fiction"
"1815"	"look"	"Textbook Fiction"
"1816"	"put"	"Textbook Fiction"
"1817"	"run"	"Textbook Fiction"
"1818"	"happen"	"Textbook Fiction"
"1819"	"write"	"Textbook Fiction"
"1820"	"explain"	"Textbook Fiction"
"1821"	"have"	"Textbook Fiction"
"1822"	"do"	"Textbook Fiction"
"1823"	"start"	"Textbook Fiction"
"1824"	"come"	"Textbook Fiction"
"1825"	"read"	"Textbook Fiction"
"1826"	"talk"	"Textbook Fiction"
"1827"	"look"	"Textbook Fiction"
"1828"	"move"	"Textbook Fiction"
"1829"	"look"	"Textbook Fiction"
"1830"	"do"	"Textbook Fiction"
"1831"	"act"	"Textbook Fiction"
"1832"	"watch"	"Textbook Fiction"
"1833"	"watch"	"Textbook Fiction"
"1834"	"drink"	"Textbook Fiction"
"1835"	"drink"	"Textbook Fiction"
"1836"	"drink"	"Textbook Fiction"
"1837"	"sing"	"Textbook Fiction"
