Register	Level	Textbook	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
narrative	D	Achievers		was a mad banging		bang			NOT progressive	A		past	yes	no			T
narrative	D	Achievers		were creeping		creep			past	A		past	yes	no			T
narrative	D	Achievers		were getting		get			past	A		past	yes	no	gradual change		T
narrative	D	Achievers		were running		run			past	A		past	yes	no			T
narrative	D	Achievers		were running		run			past	A		past	yes	no			T
narrative	D	Achievers		was already waiting		wait			past	A		past	yes	no	framing		T
narrative	D	Achievers		were plenty of artists working		work			NOT progressive	A		past	yes	no			T
narrative	D	Achievers		were buying		buy			past	A		general	no	no			T
narrative	D	Achievers		was standing		stand			past	A		past	yes	no			T
narrative	D	Achievers		was drawing		draw			past	A		past	yes	no	framing		T
narrative	D	Achievers		're having		have to	c		present	A		present	yes	no	emphasis/shock		T
narrative	D	Achievers		was talking		talk about			past	A		past	yes	yes			T
narrative	D	Achievers		was sitting		sit			past	A		past	yes	no			T
narrative	D	Achievers		was going		go			GOING TO	A		past	yes	no			T
narrative	D	Achievers		was fixing		fix			past	A		past	yes	no	framing		T
narrative	D	Achievers		been hiding		hide			perfect	A		past/present	yes	no			T
narrative	D	Achievers		was coming		come			past	A		hypothetical	yes	no	reported speech/thought		T
narrative	D	Achievers		was addressing		address			past	A		past	yes	no			T
narrative	D	English in Mind		was out hunting		hunt			NOT progressive	A		past	yes	no			T
narrative	D	English in Mind		was sleeping		sleep			past	A		past	yes	no			T
narrative	D	English in Mind		were riding		ride			past	A		past	yes	no	framing		T
narrative	D	English in Mind		was waiting		wait for			past	A		past	yes	no			T
narrative	D	English in Mind		were riding		ride			past	A		past	yes	no	framing		T
narrative	D	English in Mind		was waiting		wait for			past	A		past	yes	no			T
narrative	D	English in Mind		was coming		come from			past	A		past	yes	no			T
narrative	D	English in Mind		was working		work			past	A		past	yes	yes			T
narrative	D	English in Mind		was doing		do			past	A		past	yes	no			T
narrative	D	English in Mind		was working		work			past	A		past	yes	yes			T
narrative	D	English in Mind		was leaving		leave			past	A		past	no	no	framing		T
narrative	D	English in Mind		was feeling		feel			past	A		past	yes	no			T
narrative	D	English in Mind		been there for years doing		do			perfect	A		past/present	yes	yes			T
narrative	D	English in Mind		was always known for being		be			NOT progressive	A		past	yes	no			T
narrative	D	English in Mind		is more than having		have			NOT progressive	A		present	yes	no			T
narrative	D	English in Mind		're saying		say	c		present	A		present	yes	no			T
narrative	D	English in Mind		's going		go	c		GOING TO	A		present	yes	no			T
narrative	D	English in Mind		been doing		do	c		perfect	A		past/present	yes	yes			T
narrative	D	English in Mind		're going		go	c		GOING TO	A		present	yes	no			T
narrative	D	English in Mind		was playing		play			past	A		past	yes	unclear			T
narrative	D	English in Mind		was standing		stand			past	A		past	yes	no			T
narrative	D	English in Mind		been doing		do			perfect	A	q	past/present	yes	no			T
narrative	D	English in Mind		been working		work	c		perfect	A		past/present	yes	unclear			T
narrative	D	English in Mind		was living		live			past	A		past	yes	no			T
narrative	D	English in Mind		was writing		write			past	A	q	past	yes	no			T
narrative	D	English in Mind		'm writing		write	c		present	A		present	yes	no			T
narrative	D	English in Mind		was and they started going		go			NOT progressive	A		past	yes	no			T
narrative	D	English in Mind		was always smiling		smile			past	A		past	yes	yes			T
narrative	D	English in Mind		's having		have	c		present	A		present	yes	no			T
narrative	D	English in Mind		was running		run			past	A		past	yes	no	framing		T
narrative	D	English in Mind		was missing		miss			past	A		past	yes	no			T
narrative	D	English in Mind		was walking		walk			past	A		past	yes	no	framing		T
narrative	D	English in Mind		was talking		talk to			past	A		past	yes	no			T
narrative	D	English in Mind		was complaining		complain about			past	A		past	no	no			T
narrative	D	English in Mind		was sending		send up			past	A		past	no	yes			T
narrative	D	Solutions		are living		live			present	A		present	yes	no			T
narrative	D	Solutions		are sending		send			present	A		unclear	no	no			T
narrative	D	Solutions		are telling		tell			present	A		present	yes	yes			T
narrative	D	Solutions		are boiling		boil			present	A		present	yes	no			T
narrative	D	Solutions		is food insulting		insult			NOT progressive	A		present	yes	no			T
narrative	D	Solutions		was going		go			GOING TO	A		past	yes	no			T
narrative	D	Solutions		was doing		do			past	A		future	yes	no			T
narrative	D	Solutions		was going		go out			past	A		future	yes	no			T
narrative	D	Solutions		was already getting		get			past	A		past	yes	no	framing	plus gradual change	T
narrative	E	Hi there		is talking		talk to			present	A		present	yes	no			T
narrative	E	Hi there		been sitting		sit			perfect	A		hypothetical	yes	no			T
narrative	E	Hi there		are waiting		wait			present	A		present	yes	no			T
narrative	E	Hi there		be wearing		wear			modal	A		hypothetical	yes	no			T
narrative	E	Hi there		wasn't going		go	c	n	past	A		past	yes	no			T
narrative	E	Hi there		was a labouring		labour			NOT progressive	A		past	yes	no			T
narrative	E	Hi there		been tramping		tramp about			perfect	A		past	yes	unclear	framing		T
narrative	E	Hi there		be coming		come	c	n	modal	A		future	no	no			T
narrative	E	Hi there		're even getting		get married	c		present	A		future	no	no			T
narrative	E	Hi there		're paying		pay for	c		present	A		general	no	yes			T
narrative	E	Hi there		's gone into making		make	c		NOT progressive	A		present	yes	no			T
narrative	E	Hi there		're all alone, sobbing		sob	c		NOT progressive	A		present	yes	no			T
narrative	E	Hi there		's better than her being		be	c		NOT progressive	A		present	yes	no			T
narrative	E	Hi there		were rubbing		rub			past	A		past	yes	yes			T
narrative	E	Hi there		was scooting		scoot			past	A		past	yes	no			T
narrative	E	Hi there		'm not doing		do	c	n	present	A		present	yes	no			T
narrative	E	Hi there		is saying		say			present	A		present	yes	no			T
narrative	E	Hi there		'm not saying		say	c	n	present	A		present	yes	no			T
narrative	E	Hi there		'm never coming		come back	c	n	present	A		future	no	no			T
narrative	E	Hi there		be appealing		appeal			NOT progressive	A		modal/infinitive	yes	no			T
narrative	E	Hi there		be no turning		turn			NOT progressive	A		modal/infinitive	yes	no			T
narrative	E	Hi there		was little weight, going		go			NOT progressive	A		past	yes	no			T
narrative	E	Hi there		been operating		operate			perfect	A		unclear	yes	unclear		incomplete sentence	T
narrative	E	Hi there		were using		use			past	A		past	yes	unclear			T
narrative	E	Hi there		is being		televise			present	P		present	yes	no			T
narrative	E	Hi there		's like playing		play	c		NOT progressive	A		present	yes	no			T
narrative	E	Hi there		're not going		go	c	n	GOING TO	A		present	yes	no			T
narrative	E	Hi there		'm going		go	c		GOING TO	A		present	yes	no			T
narrative	E	Hi there		's awake and listening		listen	c		present	A		present	yes	no			T
narrative	E	Hi there		was gone, pushing		push			NOT progressive	A		past	yes	no			T
narrative	E	Hi there		was not looking		look forward		n	past	A		past	yes	no			T
narrative	E	Hi there		was leaning		lean back			past	A		past	yes	no			T
narrative	E	Hi there		were caught participating		participate			NOT progressive	A		past	yes	no			T
narrative	E	Hi there		am going		go			GOING TO	A		present	yes	no			T
narrative	E	Hi there		am going		go			GOING TO	A		present	yes	no			T
narrative	E	Hi there		're doing		do	c		present	A		general	yes	yes			T
narrative	E	Hi there		's going		go on	c		present	A		general	yes	no			T
narrative	E	Hi there		's going		go on	c		present	A		general	yes	no			T
narrative	E	Hi there		was going		go			GOING TO	A		past	yes	no			T
narrative	E	Hi there		was standing		stand			past	A		past	yes	no	framing		T
narrative	E	Hi there		are having		have			present	A		unclear	yes	no			T
narrative	E	Hi there		been struggling		struggle			perfect	A		past/present	yes	yes			T
narrative	E	Hi there		'm not sitting		sit	c	n	present	A		present	yes	no	emphasis/shock		T
narrative	E	Hi there		are going		go			present	A		present	yes	no			T
narrative	E	Join the Team		was standing		stand			past	A		past	yes	no			T
narrative	E	Join the Team		'm going		go	c		GOING TO	A		present	yes	no			T
narrative	E	Join the Team		is giving		give			present	A		present	yes	no			T
narrative	E	Join the Team		was walking		walk			past	A		past	yes	no	framing		T
narrative	E	Join the Team		'm going		go	c		GOING TO	A		present	yes	no			T
narrative	E	Join the Team		're going		go	c		GOING TO	A		present	yes	no			T
narrative	E	Join the Team		's going		go on	c		present	A	q	present	yes	no			T
narrative	E	Join the Team		are you saying		say			present	A	q	present	yes	no			T
narrative	E	Join the Team		'm listening		listen	c		present	A		present	yes	no			T
narrative	E	Join the Team		was getting		get on			past	A		unclear	unclear	unclear			T
narrative	E	Join the Team		was sleeping		sleep			past	A		past	yes	no			T
narrative	E	Join the Team		're paying		pay	c		present	A		general	no	yes			T
narrative	E	Join the Team		's gone into making		make	c		NOT progressive	A		present	yes	no			T
narrative	E	Join the Team		're all alone sobbing		sob	c		NOT progressive	A		present	yes	no			T
narrative	E	Join the Team		was scooting		scoot			past	A		past	yes	no			T
narrative	E	Join the Team		're holding		hold up	c		present	A		present	yes	no			T
narrative	E	Join the Team		are you trying		try			present	A	q	present	yes	no			T
narrative	E	Join the Team		be sitting		sit			modal	A		future	yes	no			T
narrative	E	Join the Team		'm saying		say	c		present	A		present	yes	no			T
narrative	E	Join the Team		was facing		face			NOT progressive	A		past	yes	no			T
narrative	E	Join the Team		was risking		risk			past	A		past	yes	no			T
narrative	E	Join the Team		are losing		lose			present	A		present	no	yes			T
narrative	E	Join the Team		was realising		realise			past	A		past	yes	no			T
narrative	E	Join the Team		'm going		go	c		present	A		present	no	no			T
narrative	E	Join the Team		were eight notices offering		offer		n	NOT progressive	A		past	yes	no			T
narrative	E	Join the Team		was standing		stand			past	A		past	yes	no			T
narrative	E	Join the Team		is expecting		expect			present	A		present	yes	no			T
narrative	E	Join the Team		're going		go	c		GOING TO	A		present	yes	no			T
narrative	E	Join the Team		is going		go			GOING TO	A		present	yes	no			T
narrative	E	Join the Team		's not doing		do	c	n	present	A		present	unclear	unclear			T
narrative	E	Join the Team		're thinking		think of	c		present	A		present	yes	no			T
narrative	E	Join the Team		're moving		move	c		present	A		future	no	no			T
narrative	E	Join the Team		were talking		talk about			past	A		past	yes	no			T
narrative	E	Join the Team		was plunged into commuting		commute			NOT progressive	A		past	yes	no			T
narrative	E	Join the Team		was doing		do			past	A		past	yes	yes			T
narrative	E	Join the Team		was doing – staring		do			NOT progressive	A		past	yes	no			T
narrative	E	Join the Team		was going		go			GOING TO	A		past	yes	no			T
narrative	E	Join the Team		's seeing		see	c		present	A		present	yes	yes			T
narrative	E	Join the Team		was in bed and wearing		wear			past	A		past	yes	no			T
narrative	E	Join the Team		'm getting		get ready	c		present	A		present	yes	no			T
narrative	E	Join the Team		'm off clubbing		club	c		NOT progressive	A		present	yes	no			T
narrative	E	Join the Team		be earning		earn			modal	A	q	future	yes	yes			T
narrative	E	Join the Team		was thinking		think			past	A		past	yes	no			T
narrative	E	Join the Team		was thinking of having		think			NOT progressive	A		past	yes	no			T
narrative	E	Join the Team		was wondering		wonder			past	A		past	yes	no	politeness/softening		T
narrative	E	Join the Team		was hoping		hope			past	A		past	yes	no	politeness/softening		T
narrative	E	Join the Team		was thinking		think			past	A		past	yes	no			T
narrative	E	Join the Team		is going		go			GOING TO	A		present	yes	no			T
narrative	E	Join the Team		is a workaholic, bellyaching		bellyache			NOT progressive	A		present	yes	no			T
narrative	E	Join the Team		'm not out there slaving		slave	c	n	NOT progressive	A		present	yes	no			T
narrative	E	Join the Team		was here minding		mind			NOT progressive	A		past	yes	no			T
narrative	E	Join the Team		are wearing		wear			present	A		present	yes	no			T
narrative	E	Join the Team		was still wearing		wear			past	A		past	yes	no			T
narrative	E	Join the Team		was going		go			GOING TO	A		past	yes	no			T
narrative	E	Join the Team		are struggling		struggle			present	A		general	yes	yes			T
narrative	E	Join the Team		was getting		get			past	A		past	yes	no	gradual change		T
narrative	E	Join the Team		are trying		try			present	A		present	yes	no			T
narrative	E	Join the Team		am I saying		say			present	A	q	present	yes	no			T
narrative	E	Join the Team		's coming		come	c		present	A		present	yes	no			T
narrative	E	Join the Team		be making		make		n	catenative	A		past	yes	yes			T
narrative	E	Join the Team		are going		go			GOING TO	A		present	yes	no			T
narrative	E	Join the Team		are going to be spending		spend			catenative	A		future	yes	no			T
narrative	E	Join the Team		be spending the summer getting		spend			NOT progressive	A		modal/infinitive	yes	no			T
narrative	E	Join the Team		is going		go			present	A		future	no	no			T
narrative	E	Join the Team		are not going		go		n	present	A		future	no	no			T
narrative	E	Join the Team		isn't going		go	c	n	GOING TO	A		present	yes	no			T
narrative	E	Join the Team		are not going		go		n	present	A		future	no	no	emphasis/shock		T
narrative	E	Join the Team		was driving		drive			past	A		past	yes	no	framing		T
narrative	E	Join the Team		be seeing		see			modal	A		hypothetical	yes	yes			T
narrative	E	Join the Team		are queuing		queue			present	A		present	yes	no			T
narrative	E	Join the Team		are hurrying		hurry			present	A		present	yes	no			T
narrative	E	Join the Team		is singing		sing			present	A		present	yes	no			T
narrative	E	Join the Team		are saying		say			present	A		present	yes	no			T
narrative	E	Join the Team		is telling		tell			present	A		present	yes	no			T
narrative	E	Join the Team		is hanging		hang			present	A		present	yes	no			T
narrative	E	Join the Team		is obviously trying		try			present	A		present	yes	no			T
narrative	E	Join the Team		is hiding		hide			present	A		present	yes	no			T
narrative	E	Join the Team		is watching		watch			present	A		present	yes	no			T
narrative	E	Join the Team		is wearing		wear			present	A		present	yes	no			T
narrative	E	Join the Team		is getting		get			present	A		present	yes	no	gradual change		T
narrative	E	Join the Team		is standing		stand			present	A		present	yes	no			T
narrative	E	Join the Team		is sitting		sit			present	A		present	yes	no			T
narrative	E	Join the Team		is carrying		carry			present	A		present	yes	no			T
narrative	E	Join the Team		is leaving		leave			present	A		present	yes	no			T
narrative	E	Join the Team		are seen turning		turn			NOT progressive	A		present	yes	no			T
narrative	E	Join the Team		is at the sink doing		do			NOT progressive	A		present	yes	no			T
narrative	E	Join the Team		is sitting		sit			present	A		present	yes	no			T
narrative	E	Join the Team		is sitting		sit			present	A		present	yes	no			T
narrative	E	Join the Team		is sitting		sit			present	A		present	yes	no			T
narrative	E	Join the Team		are standing		stand			present	A		present	yes	no			T
narrative	E	Join the Team		's twenty students chasing		chase	c		NOT progressive	A		present	yes	no			T
narrative	E	Access		is getting		get			present	A		general	yes	yes			T
narrative	E	Access		is bugging		bug			present	A		general	yes	yes			T
narrative	E	Access		are you gonna stop treating		treat			NOT progressive	A		present	yes	no			T
narrative	E	Access		's campaigning		campaign	c		present	A		present	yes	no			T
narrative	E	Access		was walking		walk			past	A		past	yes	no	framing		T
narrative	E	Access		's going		go	c		GOING TO	A		present	yes	no			T
narrative	E	Access		was shaking		shake			past	A		past	yes	no			T
narrative	E	Access		's breathing		breathe	c		present	A		present	yes	no			T
narrative	E	Access		was trying		try			past	A		hypothetical	yes	no			T
narrative	E	Access		was going		go on			past	A		past	yes	no			T
narrative	E	Access		were missing		miss			past	A		past	yes	no			T
narrative	E	Access		am I going		go			GOING TO	A		present	yes	no			T
narrative	E	Access		was getting		get			past	A		past	yes	no	gradual change		T
narrative	E	Access		was in the living		live			NOT progressive	A		past	yes	no			T
narrative	E	Access		was fast becoming		become			past	A		past	yes	no	gradual change		T
narrative	E	Access		was better than lying		lie			NOT progressive	A		past	yes	no			T
narrative	E	Access		was going		go			past	A		present	no	no	reported speech/thought		T
narrative	E	Access		was racing		race			past	A		past	yes	no			T
narrative	E	Access		was like a waiting		wait			NOT progressive	A		past	yes	no			T
narrative	E	Access		was writing		write			past	A		hypothetical	yes	no			T
narrative	E	Access		was expecting		expect			past	A		past	yes	no			T
narrative	E	Access		's a shooting		shoot	c		NOT progressive	A		present	yes	no			T
narrative	E	Access		been acting		act	c		perfect	A		past/present	yes	yes			T
narrative	E	Access		are thinking		think			present	A	q	general	yes	no			T
narrative	E	Access		's thinking		think	c		present	A		present	yes	no			T
narrative	E	Access		's in and out handling		handle	c		NOT progressive	A		present	yes	no			T
narrative	E	Access		'm not going		go	c	n	GOING TO	A		present	yes	no			T
narrative	E	Access		wasn't cheating		cheat	c	n	past	A		past	yes	unclear			T
narrative	E	Access		're both laughing		laugh	c		present	A		present	yes	unclear			T
narrative	E	Access		are we getting		get			present	A	q	future	no	no			T
narrative	E	Access		're still getting		get	c		present	A		future	no	no			T
narrative	E	Access		's just letting		let	c		present	A		future	no	no			T
narrative	E	Access		be doing		do			modal	A		hypothetical	unclear	unclear			T
narrative	E	Access		is still growing		grow			present	A		present	yes	no	gradual change		T
narrative	E	Access		was collapsing-books gouging		collapse			past	A		present	no	no	reported speech/thought		T
narrative	E	Access		was sailing		sail			past	A		past	yes	no			T
narrative	E	Access		were splitting		split off			past	A		past	no	yes			T
narrative	E	Access		was the conversation about snogging		snog			NOT progressive	A		past	yes	no			T
narrative	E	Access		are wearing		wear			present	A		hypothetical	yes	no			T
narrative	E	Access		was seeing		see			past	A		past	yes	unclear			T
narrative	E	Access		was wading		wade			past	A		past	yes	no			T
narrative	E	Access		been half-expecting		half-expect			perfect	A		past	yes	no			T
narrative	E	Access		was spending		spend			past	A		past	yes	no			T
narrative	E	Access		was walking		walk			past	A		past	yes	no	framing		T
narrative	E	Access		was slow and hot travelling		travel			NOT progressive	A		past	yes	no			T
narrative	E	Access		was running		run			past	A		past	yes	no			T
narrative	E	Access		was sore from always turning		turn			NOT progressive	A		past	yes	no			T
narrative	E	Access		was lying		lie			past	A		past	yes	no			T
narrative	E	Access		was shaking		shake			past	A		past	yes	no			T
narrative	E	Access		was electricity running		run			NOT progressive	A		past	yes	no			T
narrative	E	Access		are you doing		do			present	A	q	present	yes	no			T
narrative	E	Access		was still praying		pray			past	A		past	yes	no	framing		T
narrative	E	Access		been making		make			perfect	A		past/present	yes	yes			T
narrative	E	Access		was following		follow			past	A		past	yes	no			T
narrative	E	Access		was shaking		shake			past	A		past	yes	no			T
narrative	E	Access		were collecting		collect			past	A		past	yes	no			T
narrative	E	Access		's bleeding		bleed	c		present	A		present	yes	no			T
narrative	E	Access		're getting		get	c		present	A		future	no	no			T
narrative	E	Green Line		was making		make			past	A		past	yes	no			T
narrative	E	Green Line		are waiting		wait for			present	A		present	yes	no			T
narrative	E	Green Line		were strutting		strut			past	A		present	yes	no	reported speech/thought		T
narrative	E	Green Line		was enjoying		enjoy			past	A		past	yes	no			T
narrative	E	Green Line		was going		go			GOING TO	A		past	yes	no			T
narrative	E	Green Line		was trying		try			past	A		present	yes	no	reported speech/thought		T
narrative	E	Green Line		was happening		happen			past	A		past	yes	no			T
narrative	E	Green Line		're waiting		wait	c		present	A		present	yes	no	framing		T
narrative	E	Green Line		'm not going		go	c	n	GOING TO	A		present	yes	no			T
narrative	E	Green Line		was standing		stand			past	A		past	yes	no			T
narrative	E	Green Line		was happening		happen			past	A		past	yes	no			T
narrative	E	Green Line		were people stopping		stop			NOT progressive	A		past	yes	no			T
narrative	E	Green Line		was just getting		get started			past	A		past	yes	no			T
narrative	E	Green Line		'm buying		buy	c		present	A		present	no	no			T
narrative	E	Green Line		were doing		do			past	A		past	yes	yes			T
narrative	E	Green Line		was this going		go			GOING TO	A		past	yes	no			T
narrative	E	Green Line		are trying		try			present	A		present	yes	no			T
narrative	E	Green Line		is boogie boarding		board			NOT progressive	A		present	yes	no			T
narrative	E	Green Line		were surfing		surf			past	A		past	yes	no			T
narrative	E	Green Line		were being		engulf			past	P		past	no	yes			T
narrative	E	Green Line		was saying		say			past	A		past	no	no			T
narrative	E	Green Line		're telling		tell	c		present	A	q	present	yes	no	emphasis/shock		T
narrative	E	Green Line		was already wading		wade			past	A		past	yes	no			T
narrative	E	Green Line		are talking		talk about			present	A		present	yes	no			T
narrative	E	Green Line		was doing		do			past	A		past	yes	unclear			T
narrative	E	Green Line		was going		go			past	A		past	yes	yes			T
narrative	E	Green Line		was doing		do			past	A		past	yes	no	reported speech/thought		T
narrative	E	Green Line		was having		have			past	A		past	yes	no			T
narrative	E	Green Line		was scanning		scan			past	A		past	yes	no			T
narrative	E	Green Line		is showing		show			present	A		present	yes	no			T
narrative	E	Green Line		are looking		look for			present	A		general	yes	no			T
narrative	E	Green Line		are sitting		sit			present	A		present	yes	no			T
narrative	E	Green Line		're driving		drive	c		present	A		present	yes	unclear			T
narrative	E	Green Line		're off again, stopping		stop	c		NOT progressive	A		present	yes	no			T
narrative	E	Green Line		're planning		plan	c		present	A		present	yes	no			T
narrative	E	Green Line		'm afraid, not having		have	c	n	NOT progressive	A		present	yes	no			T
narrative	E	Green Line		been rehearsing		rehearse	c		perfect	A		hypothetical	yes	yes			T
narrative	E	Green Line		is all about, making		make			NOT progressive	A		present	yes	no			T
narrative	E	Green Line		's saying		say	c		present	A		general	yes	yes			T
narrative	E	Green Line		is going		go			GOING TO	A		present	yes	no			T
narrative	E	Green Line		are suffering		suffer			present	A		present	yes	yes			T
narrative	E	Green Line		are suffering		suffer			present	A		present	yes	yes			T
narrative	E	Green Line		was telling		tell			past	A		past	yes	no			T
narrative	E	Green Line		're still wondering		wonder	c		present	A		present	yes	no			T
narrative	E	Green Line		'm telling		tell	c		present	A		present	yes	no			T
narrative	E	Green Line		'm talking		talk about	c		present	A		present	yes	no			T
narrative	E	Green Line		'm talking		talk about	c		present	A		present	yes	no			T
narrative	E	Green Line		'm talking		talk about	c		present	A		present	yes	no			T
narrative	E	Green Line		'm talking		talk about	c		present	A		present	yes	no			T
narrative	E	Green Line		is teaching		teach			present	A		present	yes	yes			T
narrative	E	Green Line		are talking		talk about			present	A		present	yes	no			T
narrative	E	Green Line		are interviewing		interview			present	A		present	yes	no			T
narrative	E	Green Line		were thinking		think about			past	A		past	yes	no			T
narrative	E	Green Line		's seeing		see	c		present	A		present	yes	yes			T
narrative	E	Green Line		is being		be			present	A		present	yes	no			T
narrative	E	Green Line		been meaning		mean	c		perfect	A		past/present	yes	no			T
narrative	E	Green Line		is having		have			present	A		present	yes	no			T
narrative	E	Green Line		are loving		love			present	A		present	yes	no			T
narrative	E	Green Line		been dreading		dread	c		perfect	A		past	yes	no			T
narrative	E	Green Line		were laughing		laugh			past	A		past	yes	yes			T
narrative	E	Green Line		were laughing and kissing		kiss			past	A		past	no	yes			T
narrative	E	Green Line		was starving		starve			past	A		past	yes	no			T
narrative	E	Green Line		was, smiling		smile			NOT progressive	A		past	yes	no			T
narrative	E	Green Line		was closer to being		be			NOT progressive	A		past	yes	no			T
narrative	E	Green Line		were having		have			past	A		past	yes	no			T
narrative	E	Green Line		were saving		save			past	A		present	yes	no	reported speech/thought		T
narrative	E	Green Line		are you doing		do			present	A	q	present	yes	no			T
narrative	E	Green Line		're not wearing		wear	c	n	present	A		present	yes	no	emphasis/shock		T
narrative	E	Green Line		was sitting		sit			past	A		past	yes	no			T
narrative	E	Green Line		was reading		read			past	A		past	yes	no			T
narrative	E	Green Line		is recording		record			present	A		present	yes	no			T
narrative	E	Green Line		was taken of her trying		try			NOT progressive	A		past	yes	no			T
narrative	E	Green Line		are visiting		visit			present	A		present	yes	no			T
narrative	E	Green Line		are listening		listen			present	A		present	yes	no			T
narrative	E	Green Line		was standing		stand			past	A		past	yes	no			T
narrative	E	Green Line		was traveling		travel			past	A		past	yes	no			T
narrative	E	Green Line		was in a faltering		falter			NOT progressive	A		past	yes	no			T
narrative	E	Green Line		was changing		change			past	A		past	yes	no	gradual change		T
narrative	E	Green Line		're coming		come	c		present	A	q	future	no	no			T
narrative	E	Green Line		was going		go			GOING TO	A		past	yes	no			T
narrative	E	Green Line		's passing		pass through	c		present	A		present	yes	no			T
narrative	E	Green Line		was freezing		freeze			NOT progressive	A		past	yes	no			T
narrative	E	Green Line		was treating		treat oneself			past	A		past	yes	no	framing		T
narrative	E	Green Line		was waiting		wait for			past	A		present	yes	no	reported speech/thought		T
narrative	E	Green Line		're waiting		wait	c		present	A		present	yes	no			T
narrative	E	Green Line		was looking		look for			past	A		present	yes	no	reported speech/thought		T
narrative	E	Green Line		was saying		say			past	A		past	yes	no			T
narrative	E	Green Line		were talking		talk			past	A		past	yes	no			T
narrative	E	Green Line		were reading		read			past	A		past	yes	no			T
narrative	E	Green Line		was cooking		cook			past	A		past	yes	no	framing		T
narrative	E	New Green Line		were relaxing		relax			past	A		past	yes	no			T
narrative	E	New Green Line		been taking		take care			perfect	A		past	yes	yes			T
narrative	E	New Green Line		'm going		go	c		GOING TO	A		present	yes	no			T
narrative	E	New Green Line		be talking		talk to	c	n	modal	A		hypothetical	yes	no			T
narrative	E	New Green Line		're going		go	c		GOING TO	A		present	yes	no			T
narrative	E	New Green Line		are excited about having		have			NOT progressive	A		present	yes	no			T
narrative	E	New Green Line		is still going		go on			present	A		present	yes	no			T
narrative	E	New Green Line		's gone, following		follow	c		NOT progressive	A		present	yes	no			T
narrative	E	New Green Line		is waving		wave			present	A		present	yes	no			T
narrative	E	New Green Line		are sitting		sit			present	A		present	yes	no			T
narrative	E	New Green Line		was saying		say			past	A		past	no	no			T
narrative	E	New Green Line		be working		work			modal	A		future	yes	no			T
narrative	E	New Green Line		're both looking		look at	c		present	A		present	yes	no			T
narrative	E	New Green Line		is showing		show in			present	A		present	yes	no			T
narrative	E	New Green Line		is wearing		wear			present	A		present	yes	no			T
narrative	E	New Green Line		's joining		join	c		present	A		present	no	no			T
narrative	E	New Green Line		's going		go	c		present	A		general	yes	no			T
narrative	E	New Green Line		were grinning		grin			past	A		past	yes	no			T
narrative	E	New Green Line		's doing		do	c		present	A		present	yes	no			T
narrative	E	New Green Line		be telling		tell			modal	A		hypothetical	no	no			T
narrative	E	New Green Line		Are you living		live			present	A	q	present	yes	no			T
narrative	E	New Green Line		're living		live	c		present	A		present	yes	no			T
narrative	E	New Green Line		're standing		stand	c		present	A		present	yes	no			T
narrative	E	New Green Line		are you doing		do			present	A	q	present	yes	no			T
narrative	E	New Green Line		'm walking		walk away	c		present	A		present	yes	no			T
narrative	E	New Green Line		's studying		study	c		present	A		present	yes	no			T
narrative	E	New Green Line		was leaving		leave			past	A		future	no	no			T
narrative	E	New Green Line		were rehearsing		rehearse			past	A		past	yes	no			T
narrative	E	New Green Line		are all embarrassed, staring		stare			NOT progressive	A		present	yes	no			T
narrative	E	New Green Line		are talking		talk about			present	A		present	yes	no			T
narrative	E	New Green Line		're discussing		discuss	c		present	A		present	yes	no			T
narrative	E	New Green Line		're discussing travelling		discuss	c		present	A		present	yes	no			T
narrative	E	New Green Line		been sitting		sit			perfect	A		past	yes	no			T
narrative	E	New Green Line		be interrupting		interrupt			modal	A		past	no	no			T
narrative	E	New Green Line		'm not being		be	c	n	present	A		present	yes	no			T
narrative	E	New Green Line		's like going		go	c		NOT progressive	A		present	yes	no			T
narrative	E	New Green Line		's exhilarating		exhilarate	c		NOT progressive	A		present	yes	no			T
narrative	E	New Green Line		been wondering		wonder	c		perfect	A		past	yes	no			T
narrative	E	New Green Line		's learning		learn	c		present	A		present	yes	no			T
narrative	E	New Green Line		's learning		learn	c		present	A		present	yes	no			T
narrative	E	New Green Line		was just thinking		think			past	A		past	yes	no			T
narrative	E	New Green Line		be doing		do			modal	A	q	future	unclear	no			T
narrative	E	New Green Line		be doing		do	c		modal	A		future	unclear	no			T
narrative	E	New Green Line		be entertaining		entertain			modal	A		future	yes	no			T
narrative	E	New Green Line		was wearing		wear			past	A		past	yes	no			T
narrative	E	New Green Line		was pointing		point			past	A		past	yes	no			T
narrative	E	New Green Line		are straightening		straighten up			present	A		present	yes	no			T
narrative	E	New Green Line		am staring		stare at			present	A		present	yes	no			T
narrative	E	New Green Line		is thudding		thud			present	A		present	yes	no			T
narrative	E	New Green Line		'm sitting		sit	c		present	A		present	yes	no			T
narrative	E	New Green Line		were calling		call			past	A		past	no	yes			T
narrative	E	New Green Line		was holding		hold			past	A		past	yes	no			T
narrative	E	New Green Line		was hanging		hang			past	A		past	yes	no			T
narrative	E	New Green Line		was sitting		sit			past	A		past	yes	no			T
narrative	E	New Green Line		were being		show			past	P		past	yes	no	framing		T
narrative	E	New Green Line		was walking		walk			past	A		past	yes	no	framing		T
narrative	E	New Green Line		was walking		walk			past	A		past	yes	no	framing		T
