Filename,Level
English_in_Mind_1_Spoken_0010.txt,B
English_in_Mind_1_Spoken_0011.txt,B
English_in_Mind_1_Spoken_0012.txt,B
English_in_Mind_1_Spoken_0013.txt,B
English_in_Mind_1_Spoken_0014.txt,B
English_in_Mind_1_Spoken_0015.txt,B
English_in_Mind_1_Spoken_0016.txt,B
English_in_Mind_1_Spoken_0017.txt,B
English_in_Mind_1_Spoken_0018.txt,B
English_in_Mind_1_Spoken_0019.txt,B
English_In_Mind_2_Informative_0001.txt,C
English_In_Mind_2_Informative_0002.txt,C
English_In_Mind_2_Informative_0003.txt,C
English_In_Mind_2_Informative_0004.txt,C
English_In_Mind_2_Informative_0005.txt,C
English_In_Mind_2_Informative_0006.txt,C
English_In_Mind_2_Informative_0007.txt,C
English_In_Mind_2_Informative_0008.txt,C
English_In_Mind_2_Informative_0009.txt,C
English_In_Mind_2_Informative_0010.txt,C
English_In_Mind_2_Instructional_0001.txt,C
English_In_Mind_2_Instructional_0002.txt,C
English_In_Mind_2_Instructional_0003.txt,C
English_In_Mind_2_Instructional_0004.txt,C
English_In_Mind_2_Instructional_0005.txt,C
English_In_Mind_2_Instructional_0006.txt,C
English_In_Mind_2_Instructional_0007.txt,C
English_In_Mind_2_Instructional_0008.txt,C
English_In_Mind_2_Instructional_0009.txt,C
English_In_Mind_2_Instructional_0010.txt,C
English_In_Mind_2_Instructional_0011.txt,C
English_In_Mind_2_Instructional_0012.txt,C
English_In_Mind_2_Instructional_0013.txt,C
English_In_Mind_2_Instructional_0014.txt,C
English_In_Mind_2_Personal_0001.txt,C
English_In_Mind_2_Personal_0002.txt,C
English_In_Mind_2_Spoken_0001.txt,C
English_In_Mind_2_Spoken_0002.txt,C
English_In_Mind_2_Spoken_0003.txt,C
English_In_Mind_2_Spoken_0004.txt,C
English_In_Mind_2_Spoken_0005.txt,C
English_In_Mind_2_Spoken_0006.txt,C
English_In_Mind_2_Spoken_0007.txt,C
English_In_Mind_2_Spoken_0008.txt,C
English_In_Mind_2_Spoken_0009.txt,C
English_in_Mind_3_Informative_0001.txt,C
English_in_Mind_3_Informative_0002.txt,C
English_in_Mind_3_Informative_0003.txt,C
English_in_Mind_3_Informative_0004.txt,C
English_in_Mind_3_Informative_0005.txt,C
English_in_Mind_3_Informative_0006.txt,C
English_in_Mind_3_Informative_0007.txt,C
English_in_Mind_3_Informative_0008.txt,C
English_in_Mind_3_Instructional_0001.txt,C
English_in_Mind_3_Instructional_0002.txt,C
English_in_Mind_3_Instructional_0003.txt,C
English_in_Mind_3_Instructional_0004.txt,C
English_in_Mind_3_Instructional_0005.txt,C
English_in_Mind_3_Instructional_0006.txt,C
English_in_Mind_3_Instructional_0007.txt,C
English_in_Mind_3_Instructional_0008.txt,C
English_in_Mind_3_Instructional_0009.txt,C
English_in_Mind_3_Instructional_0010.txt,C
English_in_Mind_3_Instructional_0011.txt,C
English_in_Mind_3_Instructional_0012.txt,C
English_in_Mind_3_Instructional_0013.txt,C
English_in_Mind_3_Instructional_0014.txt,C
English_in_Mind_3_Instructional_0015.txt,C
English_in_Mind_3_Narrative_0001.txt,C
English_in_Mind_3_Narrative_0002.txt,C
English_in_Mind_3_Narrative_0003.txt,C
English_in_Mind_3_Narrative_0004.txt,C
English_in_Mind_3_Narrative_0005.txt,C
English_in_Mind_3_Personal_0001.txt,C
English_in_Mind_3_Personal_0002.txt,C
English_in_Mind_3_Poetry_0001.txt,C
English_in_Mind_3_Spoken_0001.txt,C
English_in_Mind_3_Spoken_0002.txt,C
English_in_Mind_3_Spoken_0003.txt,C
English_in_Mind_3_Spoken_0004.txt,C
English_in_Mind_3_Spoken_0005.txt,C
English_in_Mind_3_Spoken_0006.txt,C
English_In_Mind_4_Informative_0001.txt,D
English_In_Mind_4_Informative_0002.txt,D
English_In_Mind_4_Informative_0003.txt,D
English_In_Mind_4_Informative_0004.txt,D
English_In_Mind_4_Informative_0005.txt,D
English_In_Mind_4_Informative_0006.txt,D
English_In_Mind_4_Informative_0007.txt,D
English_In_Mind_4_Informative_0008.txt,D
English_In_Mind_4_Informative_0009.txt,D
English_In_Mind_4_Informative_0010.txt,D
English_In_Mind_4_Informative_0011.txt,D
English_In_Mind_4_Informative_0012.txt,D
English_In_Mind_4_Informative_0013.txt,D
English_In_Mind_4_Informative_0014.txt,D
English_In_Mind_4_Informative_0015.txt,D
English_In_Mind_4_Instructional_0001.txt,D
English_In_Mind_4_Instructional_0002.txt,D
English_In_Mind_4_Instructional_0003.txt,D
English_In_Mind_4_Instructional_0004.txt,D
English_In_Mind_4_Instructional_0005.txt,D
English_In_Mind_4_Instructional_0006.txt,D
English_In_Mind_4_Instructional_0007.txt,D
English_In_Mind_4_Instructional_0008.txt,D
English_In_Mind_4_Instructional_0009.txt,D
English_In_Mind_4_Instructional_0010.txt,D
English_In_Mind_4_Instructional_0011.txt,D
